,Unnamed: 0,Quarter,HB,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,Date,DateSquared,Pandemic,PopSize,PandemicRecovery
1408,1689,2014Q4,S08000022,Cervical,1.0,1.0,11,121,0,371140.0,0.0
1409,1690,2014Q4,S08000022,Colorectal,29.0,24.0,11,121,0,371140.0,0.0
1410,1691,2014Q4,S08000022,Head & Neck,5.0,5.0,11,121,0,371140.0,0.0
1411,1692,2014Q4,S08000022,Lung,36.0,35.0,11,121,0,371140.0,0.0
1412,1693,2014Q4,S08000022,Lymphoma,10.0,10.0,11,121,0,371140.0,0.0
1413,1694,2014Q4,S08000022,Melanoma,8.0,8.0,11,121,0,114040.0,0.0
1414,1695,2014Q4,S08000022,Ovarian,5.0,5.0,11,121,0,114040.0,0.0
1415,1696,2014Q4,S08000022,Upper GI,21.0,21.0,11,121,0,114040.0,0.0
1416,1697,2014Q4,S08000022,Urological,20.0,16.0,11,121,0,114040.0,0.0
1417,1699,2014Q4,S08000024,Breast,172.0,172.0,11,121,0,114040.0,0.0
1418,1700,2014Q4,S08000024,Cervical,12.0,11.0,11,121,0,114040.0,0.0
1419,1701,2014Q4,S08000024,Colorectal,68.0,61.0,11,121,0,114040.0,0.0
1420,1702,2014Q4,S08000024,Head & Neck,13.0,12.0,11,121,0,114040.0,0.0
1421,1703,2014Q4,S08000024,Lung,57.0,57.0,11,121,0,114040.0,0.0
1422,1704,2014Q4,S08000024,Lymphoma,17.0,14.0,11,121,0,114040.0,0.0
1423,1705,2014Q4,S08000024,Melanoma,12.0,11.0,11,121,0,149960.0,0.0
1424,1706,2014Q4,S08000024,Ovarian,8.0,7.0,11,121,0,149960.0,0.0
1425,1707,2014Q4,S08000024,Upper GI,26.0,25.0,11,121,0,149960.0,0.0
1426,1708,2014Q4,S08000024,Urological,65.0,60.0,11,121,0,149960.0,0.0
1427,1710,2014Q4,S08000025,Lung,1.0,1.0,11,121,0,149960.0,0.0
1428,1711,2014Q4,S08000025,Upper GI,1.0,0.0,11,121,0,149960.0,0.0
1429,1712,2014Q4,S08000025,Urological,2.0,1.0,11,121,0,149960.0,0.0
1430,1714,2014Q4,S08000026,Breast,4.0,4.0,11,121,0,149960.0,0.0
1431,1715,2014Q4,S08000026,Colorectal,5.0,5.0,11,121,0,149960.0,0.0
1432,1716,2014Q4,S08000026,Head & Neck,1.0,0.0,11,121,0,149960.0,0.0
1433,1717,2014Q4,S08000026,Lung,1.0,1.0,11,121,0,300400.0,0.0
1434,1718,2014Q4,S08000026,Melanoma,3.0,3.0,11,121,0,300400.0,0.0
1435,1719,2014Q4,S08000026,Upper GI,2.0,2.0,11,121,0,300400.0,0.0
1436,1720,2014Q4,S08000026,Urological,2.0,2.0,11,121,0,300400.0,0.0
1437,1722,2014Q4,S08000028,Colorectal,2.0,2.0,11,121,0,300400.0,0.0
1438,1723,2014Q4,S08000028,Lung,5.0,5.0,11,121,0,300400.0,0.0
1439,1724,2014Q4,S08000028,Upper GI,5.0,5.0,11,121,0,300400.0,0.0
1440,1726,2014Q4,S08000029,Breast,26.0,25.0,11,121,0,300400.0,0.0
1441,1727,2014Q4,S08000029,Cervical,6.0,6.0,11,121,0,300400.0,0.0
1442,1728,2014Q4,S08000029,Colorectal,32.0,31.0,11,121,0,300400.0,0.0
1443,1729,2014Q4,S08000029,Head & Neck,8.0,6.0,11,121,0,584220.0,0.0
1444,1730,2014Q4,S08000029,Lung,36.0,36.0,11,121,0,584220.0,0.0
1445,1731,2014Q4,S08000029,Lymphoma,5.0,4.0,11,121,0,584220.0,0.0
1446,1732,2014Q4,S08000029,Melanoma,1.0,1.0,11,121,0,584220.0,0.0
1447,1733,2014Q4,S08000029,Ovarian,8.0,8.0,11,121,0,584220.0,0.0
1448,1734,2014Q4,S08000029,Upper GI,17.0,16.0,11,121,0,584220.0,0.0
1449,1735,2014Q4,S08000029,Urological,25.0,18.0,11,121,0,584220.0,0.0
1450,1737,2014Q4,S08000030,Breast,65.0,63.0,11,121,0,584220.0,0.0
1451,1738,2014Q4,S08000030,Cervical,8.0,8.0,11,121,0,584220.0,0.0
1452,1739,2014Q4,S08000030,Colorectal,45.0,41.0,11,121,0,584220.0,0.0
1453,1740,2014Q4,S08000030,Head & Neck,1.0,1.0,11,121,0,320730.0,0.0
1454,1741,2014Q4,S08000030,Lung,42.0,42.0,11,121,0,320730.0,0.0
1455,1742,2014Q4,S08000030,Melanoma,12.0,12.0,11,121,0,320730.0,0.0
1456,1743,2014Q4,S08000030,Upper GI,22.0,22.0,11,121,0,320730.0,0.0
1457,1744,2014Q4,S08000030,Urological,35.0,34.0,11,121,0,320730.0,0.0
1458,1746,2014Q4,S08000031,Breast,250.0,244.0,11,121,0,320730.0,0.0
1459,1747,2014Q4,S08000031,Cervical,9.0,9.0,11,121,0,320730.0,0.0
1460,1748,2014Q4,S08000031,Colorectal,78.0,75.0,11,121,0,320730.0,0.0
1461,1749,2014Q4,S08000031,Head & Neck,43.0,39.0,11,121,0,320730.0,0.0
1462,1750,2014Q4,S08000031,Lung,117.0,110.0,11,121,0,320730.0,0.0
1463,1751,2014Q4,S08000031,Lymphoma,23.0,23.0,11,121,0,858120.0,0.0
1464,1752,2014Q4,S08000031,Melanoma,29.0,29.0,11,121,0,858120.0,0.0
1465,1753,2014Q4,S08000031,Ovarian,11.0,11.0,11,121,0,858120.0,0.0
1466,1754,2014Q4,S08000031,Upper GI,68.0,58.0,11,121,0,858120.0,0.0
1467,1755,2014Q4,S08000031,Urological,117.0,100.0,11,121,0,858120.0,0.0
1468,1757,2014Q4,S08000032,Breast,64.0,62.0,11,121,0,858120.0,0.0
1469,1758,2014Q4,S08000032,Cervical,7.0,7.0,11,121,0,858120.0,0.0
1470,1759,2014Q4,S08000032,Colorectal,47.0,43.0,11,121,0,858120.0,0.0
1471,1760,2014Q4,S08000032,Head & Neck,3.0,3.0,11,121,0,858120.0,0.0
1472,1761,2014Q4,S08000032,Lung,55.0,55.0,11,121,0,858120.0,0.0
1473,1762,2014Q4,S08000032,Lymphoma,5.0,5.0,11,121,0,21580.0,0.0
1474,1763,2014Q4,S08000032,Melanoma,21.0,20.0,11,121,0,21580.0,0.0
1475,1764,2014Q4,S08000032,Ovarian,6.0,6.0,11,121,0,21580.0,0.0
1476,1765,2014Q4,S08000032,Upper GI,22.0,21.0,11,121,0,21580.0,0.0
1477,1766,2014Q4,S08000032,Urological,40.0,36.0,11,121,0,21580.0,0.0
1478,1779,2015Q1,S08000015,Breast,91.0,89.0,12,144,0,21670.0,0.0
1479,1780,2015Q1,S08000015,Cervical,7.0,6.0,12,144,0,23200.0,0.0
1480,1781,2015Q1,S08000015,Colorectal,33.0,32.0,12,144,0,23200.0,0.0
1481,1782,2015Q1,S08000015,Head & Neck,7.0,6.0,12,144,0,23200.0,0.0
1482,1783,2015Q1,S08000015,Lung,59.0,55.0,12,144,0,23200.0,0.0
1483,1784,2015Q1,S08000015,Lymphoma,8.0,5.0,12,144,0,23200.0,0.0
1484,1785,2015Q1,S08000015,Melanoma,8.0,8.0,12,144,0,23200.0,0.0
1485,1786,2015Q1,S08000015,Ovarian,8.0,8.0,12,144,0,23200.0,0.0
1486,1787,2015Q1,S08000015,Upper GI,30.0,28.0,12,144,0,27070.0,0.0
1487,1788,2015Q1,S08000015,Urological,35.0,29.0,12,144,0,27070.0,0.0
1488,1790,2015Q1,S08000016,Breast,10.0,10.0,12,144,0,27070.0,0.0
1489,1791,2015Q1,S08000016,Colorectal,19.0,17.0,12,144,0,368080.0,0.0
1490,1792,2015Q1,S08000016,Head & Neck,1.0,1.0,12,144,0,368080.0,0.0
1491,1793,2015Q1,S08000016,Lung,8.0,8.0,12,144,0,368080.0,0.0
1492,1794,2015Q1,S08000016,Lymphoma,3.0,3.0,12,144,0,368080.0,0.0
1493,1795,2015Q1,S08000016,Melanoma,2.0,2.0,12,144,0,368080.0,0.0
1494,1796,2015Q1,S08000016,Ovarian,2.0,2.0,12,144,0,368080.0,0.0
1495,1797,2015Q1,S08000016,Upper GI,10.0,10.0,12,144,0,368080.0,0.0
1496,1798,2015Q1,S08000016,Urological,16.0,14.0,12,144,0,368080.0,0.0
1497,1800,2015Q1,S08000017,Breast,13.0,13.0,12,144,0,368080.0,0.0
1498,1801,2015Q1,S08000017,Colorectal,19.0,19.0,12,144,0,368080.0,0.0
1499,1802,2015Q1,S08000017,Head & Neck,4.0,4.0,12,144,0,415040.0,0.0
1500,1803,2015Q1,S08000017,Lung,25.0,25.0,12,144,0,415040.0,0.0
1501,1804,2015Q1,S08000017,Lymphoma,4.0,4.0,12,144,0,415040.0,0.0
1502,1805,2015Q1,S08000017,Melanoma,3.0,3.0,12,144,0,415040.0,0.0
1503,1806,2015Q1,S08000017,Ovarian,2.0,2.0,12,144,0,415040.0,0.0
1504,1807,2015Q1,S08000017,Upper GI,5.0,5.0,12,144,0,415040.0,0.0
1505,1808,2015Q1,S08000017,Urological,12.0,9.0,12,144,0,415040.0,0.0
1506,1810,2015Q1,S08000019,Breast,26.0,26.0,12,144,0,415040.0,0.0
1507,1811,2015Q1,S08000019,Cervical,5.0,4.0,12,144,0,1149890.0,0.0
1508,1812,2015Q1,S08000019,Colorectal,23.0,20.0,12,144,0,1149890.0,0.0
1509,1813,2015Q1,S08000019,Head & Neck,9.0,5.0,12,144,0,1149890.0,0.0
1510,1814,2015Q1,S08000019,Lung,32.0,32.0,12,144,0,1149890.0,0.0
1511,1815,2015Q1,S08000019,Lymphoma,8.0,8.0,12,144,0,1149890.0,0.0
1512,1816,2015Q1,S08000019,Melanoma,12.0,9.0,12,144,0,1149890.0,0.0
1513,1817,2015Q1,S08000019,Ovarian,4.0,4.0,12,144,0,1149890.0,0.0
1514,1818,2015Q1,S08000019,Upper GI,23.0,22.0,12,144,0,1149890.0,0.0
1515,1819,2015Q1,S08000019,Urological,40.0,36.0,12,144,0,1149890.0,0.0
1516,1821,2015Q1,S08000020,Breast,41.0,41.0,12,144,0,1149890.0,0.0
1517,1822,2015Q1,S08000020,Cervical,2.0,2.0,12,144,0,654490.0,0.0
1518,1823,2015Q1,S08000020,Colorectal,53.0,38.0,12,144,0,654490.0,0.0
1519,1824,2015Q1,S08000020,Head & Neck,11.0,9.0,12,144,0,654490.0,0.0
1520,1825,2015Q1,S08000020,Lung,58.0,52.0,12,144,0,654490.0,0.0
1521,1826,2015Q1,S08000020,Lymphoma,20.0,14.0,12,144,0,654490.0,0.0
1522,1827,2015Q1,S08000020,Melanoma,11.0,10.0,12,144,0,654490.0,0.0
1523,1828,2015Q1,S08000020,Ovarian,5.0,5.0,12,144,0,654490.0,0.0
1524,1829,2015Q1,S08000020,Upper GI,49.0,46.0,12,144,0,654490.0,0.0
1525,1830,2015Q1,S08000020,Urological,68.0,53.0,12,144,0,654490.0,0.0
1526,1832,2015Q1,S08000022,Breast,56.0,56.0,12,144,0,654490.0,0.0
1527,1833,2015Q1,S08000022,Cervical,1.0,1.0,12,144,0,370590.0,0.0
1528,1834,2015Q1,S08000022,Colorectal,25.0,22.0,12,144,0,370590.0,0.0
1529,1835,2015Q1,S08000022,Head & Neck,6.0,6.0,12,144,0,370590.0,0.0
1530,1836,2015Q1,S08000022,Lung,24.0,24.0,12,144,0,370590.0,0.0
1531,1837,2015Q1,S08000022,Lymphoma,2.0,2.0,12,144,0,370590.0,0.0
1532,1838,2015Q1,S08000022,Melanoma,8.0,8.0,12,144,0,370590.0,0.0
1533,1839,2015Q1,S08000022,Ovarian,7.0,7.0,12,144,0,370590.0,0.0
1534,1840,2015Q1,S08000022,Upper GI,17.0,17.0,12,144,0,370590.0,0.0
1535,1841,2015Q1,S08000022,Urological,28.0,24.0,12,144,0,370590.0,0.0
1536,1843,2015Q1,S08000024,Breast,188.0,188.0,12,144,0,370590.0,0.0
1537,1844,2015Q1,S08000024,Cervical,16.0,15.0,12,144,0,114030.0,0.0
1538,1845,2015Q1,S08000024,Colorectal,59.0,50.0,12,144,0,114030.0,0.0
1539,1846,2015Q1,S08000024,Head & Neck,15.0,15.0,12,144,0,114030.0,0.0
1540,1847,2015Q1,S08000024,Lung,50.0,48.0,12,144,0,114030.0,0.0
1541,1848,2015Q1,S08000024,Lymphoma,14.0,13.0,12,144,0,114030.0,0.0
1542,1849,2015Q1,S08000024,Melanoma,13.0,13.0,12,144,0,114030.0,0.0
1543,1850,2015Q1,S08000024,Ovarian,5.0,5.0,12,144,0,114030.0,0.0
1544,1851,2015Q1,S08000024,Upper GI,31.0,30.0,12,144,0,114030.0,0.0
1545,1852,2015Q1,S08000024,Urological,66.0,56.0,12,144,0,114030.0,0.0
1546,1854,2015Q1,S08000025,Breast,1.0,1.0,12,144,0,149670.0,0.0
1547,1855,2015Q1,S08000025,Colorectal,2.0,2.0,12,144,0,149670.0,0.0
1548,1857,2015Q1,S08000026,Breast,3.0,3.0,12,144,0,149670.0,0.0
1549,1858,2015Q1,S08000026,Colorectal,1.0,1.0,12,144,0,149670.0,0.0
1550,1859,2015Q1,S08000026,Head & Neck,1.0,1.0,12,144,0,149670.0,0.0
1551,1860,2015Q1,S08000026,Upper GI,3.0,3.0,12,144,0,149670.0,0.0
1552,1861,2015Q1,S08000026,Urological,4.0,3.0,12,144,0,149670.0,0.0
1553,1863,2015Q1,S08000028,Breast,1.0,1.0,12,144,0,149670.0,0.0
1554,1864,2015Q1,S08000028,Colorectal,3.0,3.0,12,144,0,149670.0,0.0
1555,1865,2015Q1,S08000028,Head & Neck,1.0,1.0,12,144,0,149670.0,0.0
1556,1866,2015Q1,S08000028,Lung,2.0,2.0,12,144,0,302650.0,0.0
1557,1867,2015Q1,S08000028,Upper GI,3.0,1.0,12,144,0,302650.0,0.0
1558,1869,2015Q1,S08000029,Breast,23.0,22.0,12,144,0,302650.0,0.0
1559,1870,2015Q1,S08000029,Cervical,2.0,2.0,12,144,0,302650.0,0.0
1560,1871,2015Q1,S08000029,Colorectal,30.0,30.0,12,144,0,302650.0,0.0
1561,1872,2015Q1,S08000029,Head & Neck,3.0,3.0,12,144,0,302650.0,0.0
1562,1873,2015Q1,S08000029,Lung,59.0,49.0,12,144,0,302650.0,0.0
1563,1874,2015Q1,S08000029,Lymphoma,6.0,6.0,12,144,0,302650.0,0.0
1564,1875,2015Q1,S08000029,Melanoma,6.0,6.0,12,144,0,302650.0,0.0
1565,1876,2015Q1,S08000029,Ovarian,4.0,4.0,12,144,0,302650.0,0.0
1566,1877,2015Q1,S08000029,Upper GI,21.0,19.0,12,144,0,587820.0,0.0
1567,1878,2015Q1,S08000029,Urological,37.0,29.0,12,144,0,587820.0,0.0
1568,1880,2015Q1,S08000030,Breast,51.0,51.0,12,144,0,587820.0,0.0
1569,1881,2015Q1,S08000030,Cervical,3.0,3.0,12,144,0,587820.0,0.0
1570,1882,2015Q1,S08000030,Colorectal,37.0,27.0,12,144,0,587820.0,0.0
1571,1883,2015Q1,S08000030,Head & Neck,3.0,3.0,12,144,0,587820.0,0.0
1572,1884,2015Q1,S08000030,Lung,38.0,37.0,12,144,0,587820.0,0.0
1573,1885,2015Q1,S08000030,Melanoma,14.0,12.0,12,144,0,587820.0,0.0
1574,1886,2015Q1,S08000030,Ovarian,3.0,3.0,12,144,0,587820.0,0.0
1575,1887,2015Q1,S08000030,Upper GI,27.0,27.0,12,144,0,587820.0,0.0
1576,1888,2015Q1,S08000030,Urological,17.0,14.0,12,144,0,321000.0,0.0
1577,1890,2015Q1,S08000031,Breast,252.0,249.0,12,144,0,321000.0,0.0
1578,1891,2015Q1,S08000031,Cervical,6.0,5.0,12,144,0,321000.0,0.0
1579,1892,2015Q1,S08000031,Colorectal,85.0,78.0,12,144,0,321000.0,0.0
1580,1893,2015Q1,S08000031,Head & Neck,39.0,36.0,12,144,0,321000.0,0.0
1581,1894,2015Q1,S08000031,Lung,155.0,138.0,12,144,0,321000.0,0.0
1582,1895,2015Q1,S08000031,Lymphoma,33.0,32.0,12,144,0,321000.0,0.0
1583,1896,2015Q1,S08000031,Melanoma,25.0,25.0,12,144,0,321000.0,0.0
1584,1897,2015Q1,S08000031,Ovarian,9.0,9.0,12,144,0,321000.0,0.0
1585,1898,2015Q1,S08000031,Upper GI,70.0,58.0,12,144,0,321000.0,0.0
1586,1899,2015Q1,S08000031,Urological,119.0,92.0,12,144,0,867800.0,0.0
1587,1901,2015Q1,S08000032,Breast,52.0,51.0,12,144,0,867800.0,0.0
1588,1902,2015Q1,S08000032,Cervical,4.0,4.0,12,144,0,867800.0,0.0
1589,1903,2015Q1,S08000032,Colorectal,47.0,43.0,12,144,0,867800.0,0.0
1590,1904,2015Q1,S08000032,Head & Neck,10.0,10.0,12,144,0,867800.0,0.0
1591,1905,2015Q1,S08000032,Lung,56.0,55.0,12,144,0,867800.0,0.0
1592,1906,2015Q1,S08000032,Lymphoma,12.0,12.0,12,144,0,867800.0,0.0
1593,1907,2015Q1,S08000032,Melanoma,11.0,11.0,12,144,0,867800.0,0.0
1594,1908,2015Q1,S08000032,Ovarian,9.0,6.0,12,144,0,867800.0,0.0
1595,1909,2015Q1,S08000032,Upper GI,18.0,18.0,12,144,0,867800.0,0.0
1596,1910,2015Q1,S08000032,Urological,34.0,31.0,12,144,0,21670.0,0.0
1597,1923,2015Q2,S08000015,Breast,84.0,81.0,13,169,0,21670.0,0.0
1598,1924,2015Q2,S08000015,Cervical,5.0,4.0,13,169,0,23200.0,0.0
1599,1925,2015Q2,S08000015,Colorectal,35.0,32.0,13,169,0,23200.0,0.0
1600,1926,2015Q2,S08000015,Head & Neck,18.0,18.0,13,169,0,23200.0,0.0
1601,1927,2015Q2,S08000015,Lung,52.0,52.0,13,169,0,23200.0,0.0
1602,1928,2015Q2,S08000015,Lymphoma,5.0,5.0,13,169,0,23200.0,0.0
1603,1929,2015Q2,S08000015,Melanoma,10.0,10.0,13,169,0,23200.0,0.0
1604,1930,2015Q2,S08000015,Ovarian,9.0,8.0,13,169,0,23200.0,0.0
1605,1931,2015Q2,S08000015,Upper GI,22.0,21.0,13,169,0,27070.0,0.0
1606,1932,2015Q2,S08000015,Urological,50.0,50.0,13,169,0,27070.0,0.0
1607,1934,2015Q2,S08000016,Breast,2.0,2.0,13,169,0,27070.0,0.0
1608,1935,2015Q2,S08000016,Colorectal,11.0,11.0,13,169,0,27070.0,0.0
1609,1936,2015Q2,S08000016,Head & Neck,3.0,3.0,13,169,0,27070.0,0.0
1610,1937,2015Q2,S08000016,Lung,11.0,11.0,13,169,0,27070.0,0.0
1611,1938,2015Q2,S08000016,Lymphoma,5.0,5.0,13,169,0,27070.0,0.0
1612,1939,2015Q2,S08000016,Melanoma,7.0,7.0,13,169,0,368080.0,0.0
1613,1940,2015Q2,S08000016,Ovarian,6.0,6.0,13,169,0,368080.0,0.0
1614,1941,2015Q2,S08000016,Upper GI,13.0,13.0,13,169,0,368080.0,0.0
1615,1942,2015Q2,S08000016,Urological,13.0,12.0,13,169,0,368080.0,0.0
1616,1944,2015Q2,S08000017,Breast,9.0,9.0,13,169,0,368080.0,0.0
1617,1945,2015Q2,S08000017,Cervical,1.0,1.0,13,169,0,368080.0,0.0
1618,1946,2015Q2,S08000017,Colorectal,16.0,16.0,13,169,0,368080.0,0.0
1619,1947,2015Q2,S08000017,Head & Neck,2.0,2.0,13,169,0,368080.0,0.0
1620,1948,2015Q2,S08000017,Lung,12.0,12.0,13,169,0,368080.0,0.0
1621,1949,2015Q2,S08000017,Lymphoma,4.0,4.0,13,169,0,368080.0,0.0
1622,1950,2015Q2,S08000017,Melanoma,4.0,4.0,13,169,0,415040.0,0.0
1623,1951,2015Q2,S08000017,Ovarian,2.0,2.0,13,169,0,415040.0,0.0
1624,1952,2015Q2,S08000017,Upper GI,9.0,9.0,13,169,0,415040.0,0.0
1625,1953,2015Q2,S08000017,Urological,6.0,4.0,13,169,0,415040.0,0.0
1626,1955,2015Q2,S08000019,Breast,37.0,37.0,13,169,0,415040.0,0.0
1627,1956,2015Q2,S08000019,Cervical,2.0,2.0,13,169,0,415040.0,0.0
1628,1957,2015Q2,S08000019,Colorectal,35.0,33.0,13,169,0,415040.0,0.0
1629,1958,2015Q2,S08000019,Head & Neck,8.0,7.0,13,169,0,415040.0,0.0
1630,1959,2015Q2,S08000019,Lung,40.0,40.0,13,169,0,415040.0,0.0
1631,1960,2015Q2,S08000019,Lymphoma,8.0,8.0,13,169,0,415040.0,0.0
1632,1961,2015Q2,S08000019,Melanoma,14.0,13.0,13,169,0,1149890.0,0.0
1633,1962,2015Q2,S08000019,Ovarian,5.0,5.0,13,169,0,1149890.0,0.0
1634,1963,2015Q2,S08000019,Upper GI,19.0,17.0,13,169,0,1149890.0,0.0
1635,1964,2015Q2,S08000019,Urological,40.0,36.0,13,169,0,1149890.0,0.0
1636,1966,2015Q2,S08000020,Breast,86.0,81.0,13,169,0,1149890.0,0.0
1637,1967,2015Q2,S08000020,Cervical,7.0,2.0,13,169,0,1149890.0,0.0
1638,1968,2015Q2,S08000020,Colorectal,50.0,28.0,13,169,0,1149890.0,0.0
1639,1969,2015Q2,S08000020,Head & Neck,10.0,6.0,13,169,0,1149890.0,0.0
1640,1970,2015Q2,S08000020,Lung,61.0,56.0,13,169,0,1149890.0,0.0
1641,1971,2015Q2,S08000020,Lymphoma,20.0,19.0,13,169,0,1149890.0,0.0
1642,1972,2015Q2,S08000020,Melanoma,12.0,10.0,13,169,0,654490.0,0.0
1643,1973,2015Q2,S08000020,Ovarian,5.0,4.0,13,169,0,654490.0,0.0
1644,1974,2015Q2,S08000020,Upper GI,41.0,40.0,13,169,0,654490.0,0.0
1645,1975,2015Q2,S08000020,Urological,50.0,42.0,13,169,0,654490.0,0.0
1646,1977,2015Q2,S08000022,Breast,51.0,51.0,13,169,0,654490.0,0.0
1647,1978,2015Q2,S08000022,Cervical,2.0,2.0,13,169,0,654490.0,0.0
1648,1979,2015Q2,S08000022,Colorectal,40.0,35.0,13,169,0,654490.0,0.0
1649,1980,2015Q2,S08000022,Head & Neck,5.0,4.0,13,169,0,654490.0,0.0
1650,1981,2015Q2,S08000022,Lung,25.0,24.0,13,169,0,654490.0,0.0
1651,1982,2015Q2,S08000022,Lymphoma,6.0,6.0,13,169,0,654490.0,0.0
1652,1983,2015Q2,S08000022,Melanoma,5.0,4.0,13,169,0,370590.0,0.0
1653,1984,2015Q2,S08000022,Ovarian,7.0,7.0,13,169,0,370590.0,0.0
1654,1985,2015Q2,S08000022,Upper GI,29.0,27.0,13,169,0,370590.0,0.0
1655,1986,2015Q2,S08000022,Urological,21.0,8.0,13,169,0,370590.0,0.0
1656,1988,2015Q2,S08000024,Breast,198.0,197.0,13,169,0,370590.0,0.0
1657,1989,2015Q2,S08000024,Cervical,7.0,7.0,13,169,0,370590.0,0.0
1658,1990,2015Q2,S08000024,Colorectal,59.0,52.0,13,169,0,370590.0,0.0
1659,1991,2015Q2,S08000024,Head & Neck,14.0,12.0,13,169,0,370590.0,0.0
1660,1992,2015Q2,S08000024,Lung,50.0,48.0,13,169,0,370590.0,0.0
1661,1993,2015Q2,S08000024,Lymphoma,20.0,18.0,13,169,0,370590.0,0.0
1662,1994,2015Q2,S08000024,Melanoma,19.0,18.0,13,169,0,114030.0,0.0
1663,1995,2015Q2,S08000024,Ovarian,8.0,8.0,13,169,0,114030.0,0.0
1664,1996,2015Q2,S08000024,Upper GI,31.0,28.0,13,169,0,114030.0,0.0
1665,1997,2015Q2,S08000024,Urological,82.0,70.0,13,169,0,114030.0,0.0
1666,1999,2015Q2,S08000025,Breast,1.0,1.0,13,169,0,114030.0,0.0
1667,2000,2015Q2,S08000025,Colorectal,2.0,2.0,13,169,0,114030.0,0.0
1668,2001,2015Q2,S08000025,Lymphoma,1.0,1.0,13,169,0,114030.0,0.0
1669,2002,2015Q2,S08000025,Upper GI,1.0,1.0,13,169,0,114030.0,0.0
1670,2004,2015Q2,S08000026,Breast,4.0,4.0,13,169,0,114030.0,0.0
1671,2005,2015Q2,S08000026,Melanoma,1.0,1.0,13,169,0,149670.0,0.0
1672,2006,2015Q2,S08000026,Ovarian,1.0,1.0,13,169,0,149670.0,0.0
1673,2007,2015Q2,S08000026,Upper GI,2.0,2.0,13,169,0,149670.0,0.0
1674,2009,2015Q2,S08000028,Colorectal,1.0,1.0,13,169,0,149670.0,0.0
1675,2010,2015Q2,S08000028,Head & Neck,2.0,2.0,13,169,0,149670.0,0.0
1676,2011,2015Q2,S08000028,Lung,7.0,7.0,13,169,0,149670.0,0.0
1677,2012,2015Q2,S08000028,Melanoma,2.0,2.0,13,169,0,149670.0,0.0
1678,2013,2015Q2,S08000028,Ovarian,1.0,1.0,13,169,0,149670.0,0.0
1679,2014,2015Q2,S08000028,Upper GI,3.0,3.0,13,169,0,149670.0,0.0
1680,2015,2015Q2,S08000028,Urological,1.0,1.0,13,169,0,149670.0,0.0
1681,2017,2015Q2,S08000029,Breast,24.0,24.0,13,169,0,302650.0,0.0
1682,2018,2015Q2,S08000029,Cervical,1.0,1.0,13,169,0,302650.0,0.0
1683,2019,2015Q2,S08000029,Colorectal,28.0,27.0,13,169,0,302650.0,0.0
1684,2020,2015Q2,S08000029,Head & Neck,8.0,7.0,13,169,0,302650.0,0.0
1685,2021,2015Q2,S08000029,Lung,45.0,40.0,13,169,0,302650.0,0.0
1686,2022,2015Q2,S08000029,Lymphoma,7.0,7.0,13,169,0,302650.0,0.0
1687,2023,2015Q2,S08000029,Melanoma,2.0,1.0,13,169,0,302650.0,0.0
1688,2024,2015Q2,S08000029,Ovarian,5.0,5.0,13,169,0,302650.0,0.0
1689,2025,2015Q2,S08000029,Upper GI,16.0,15.0,13,169,0,302650.0,0.0
1690,2026,2015Q2,S08000029,Urological,34.0,29.0,13,169,0,302650.0,0.0
1691,2028,2015Q2,S08000030,Breast,66.0,66.0,13,169,0,587820.0,0.0
1692,2029,2015Q2,S08000030,Cervical,4.0,4.0,13,169,0,587820.0,0.0
1693,2030,2015Q2,S08000030,Colorectal,25.0,22.0,13,169,0,587820.0,0.0
1694,2031,2015Q2,S08000030,Head & Neck,7.0,5.0,13,169,0,587820.0,0.0
1695,2032,2015Q2,S08000030,Lung,47.0,45.0,13,169,0,587820.0,0.0
1696,2033,2015Q2,S08000030,Lymphoma,1.0,1.0,13,169,0,587820.0,0.0
1697,2034,2015Q2,S08000030,Melanoma,24.0,21.0,13,169,0,587820.0,0.0
1698,2035,2015Q2,S08000030,Ovarian,2.0,1.0,13,169,0,587820.0,0.0
1699,2036,2015Q2,S08000030,Upper GI,27.0,27.0,13,169,0,587820.0,0.0
1700,2037,2015Q2,S08000030,Urological,31.0,26.0,13,169,0,587820.0,0.0
1701,2039,2015Q2,S08000031,Breast,205.0,194.0,13,169,0,321000.0,0.0
1702,2040,2015Q2,S08000031,Cervical,7.0,7.0,13,169,0,321000.0,0.0
1703,2041,2015Q2,S08000031,Colorectal,108.0,98.0,13,169,0,321000.0,0.0
1704,2042,2015Q2,S08000031,Head & Neck,45.0,37.0,13,169,0,321000.0,0.0
1705,2043,2015Q2,S08000031,Lung,167.0,153.0,13,169,0,321000.0,0.0
1706,2044,2015Q2,S08000031,Lymphoma,20.0,19.0,13,169,0,321000.0,0.0
1707,2045,2015Q2,S08000031,Melanoma,37.0,37.0,13,169,0,321000.0,0.0
1708,2046,2015Q2,S08000031,Ovarian,9.0,9.0,13,169,0,321000.0,0.0
1709,2047,2015Q2,S08000031,Upper GI,74.0,63.0,13,169,0,321000.0,0.0
1710,2048,2015Q2,S08000031,Urological,94.0,71.0,13,169,0,321000.0,0.0
1711,2050,2015Q2,S08000032,Breast,47.0,47.0,13,169,0,867800.0,0.0
1712,2051,2015Q2,S08000032,Cervical,4.0,4.0,13,169,0,867800.0,0.0
