Quarter,HB,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,Date,DateSquared,Pandemic
2014Q2,S08000028,Colorectal,3,3,9,81,0
2014Q2,S08000028,Head & Neck,2,2,9,81,0
2014Q2,S08000028,Lung,3,3,9,81,0
2014Q2,S08000028,Melanoma,1,1,9,81,0
2014Q2,S08000028,Upper GI,2,1,9,81,0
2014Q2,S08000029,Breast,25,25,9,81,0
2014Q2,S08000029,Cervical,3,3,9,81,0
2014Q2,S08000029,Colorectal,29,29,9,81,0
2014Q2,S08000029,Head & Neck,5,4,9,81,0
2014Q2,S08000029,Lung,63,54,9,81,0
2014Q2,S08000029,Lymphoma,5,5,9,81,0
2014Q2,S08000029,Melanoma,4,3,9,81,0
2014Q2,S08000029,Ovarian,8,8,9,81,0
2014Q2,S08000029,Upper GI,19,19,9,81,0
2014Q2,S08000029,Urological,23,17,9,81,0
2014Q2,S08000030,Breast,53,52,9,81,0
2014Q2,S08000030,Cervical,8,7,9,81,0
2014Q2,S08000030,Colorectal,44,41,9,81,0
2014Q2,S08000030,Head & Neck,7,6,9,81,0
2014Q2,S08000030,Lung,58,52,9,81,0
2014Q2,S08000030,Melanoma,5,5,9,81,0
2014Q2,S08000030,Upper GI,26,26,9,81,0
2014Q2,S08000030,Urological,34,31,9,81,0
2014Q2,S08000031,Breast,251,239,9,81,0
2014Q2,S08000031,Cervical,9,8,9,81,0
2014Q2,S08000031,Colorectal,104,98,9,81,0
2014Q2,S08000031,Head & Neck,44,40,9,81,0
2014Q2,S08000031,Lung,154,140,9,81,0
2014Q2,S08000031,Lymphoma,18,18,9,81,0
2014Q2,S08000031,Melanoma,23,23,9,81,0
2014Q2,S08000031,Ovarian,12,12,9,81,0
2014Q2,S08000031,Upper GI,69,60,9,81,0
2014Q2,S08000031,Urological,109,81,9,81,0
2014Q2,S08000032,Breast,67,66,9,81,0
2014Q2,S08000032,Cervical,6,5,9,81,0
2014Q2,S08000032,Colorectal,58,56,9,81,0
2014Q2,S08000032,Head & Neck,8,8,9,81,0
2014Q2,S08000032,Lung,72,71,9,81,0
2014Q2,S08000032,Lymphoma,14,14,9,81,0
2014Q2,S08000032,Melanoma,17,16,9,81,0
2014Q2,S08000032,Ovarian,8,8,9,81,0
2014Q2,S08000032,Upper GI,34,34,9,81,0
2014Q2,S08000032,Urological,47,40,9,81,0
2014Q3,S08000015,Breast,79,76,10,100,0
2014Q3,S08000015,Cervical,8,8,10,100,0
2014Q3,S08000015,Colorectal,42,41,10,100,0
2014Q3,S08000015,Head & Neck,10,8,10,100,0
2014Q3,S08000015,Lung,62,59,10,100,0
2014Q3,S08000015,Lymphoma,5,5,10,100,0
2014Q3,S08000015,Melanoma,8,8,10,100,0
2014Q3,S08000015,Ovarian,10,9,10,100,0
2014Q3,S08000015,Upper GI,32,30,10,100,0
2014Q3,S08000015,Urological,39,35,10,100,0
2014Q3,S08000016,Breast,5,5,10,100,0
2014Q3,S08000016,Cervical,1,1,10,100,0
2014Q3,S08000016,Colorectal,11,10,10,100,0
2014Q3,S08000016,Head & Neck,1,1,10,100,0
2014Q3,S08000016,Lung,17,17,10,100,0
2014Q3,S08000016,Lymphoma,3,3,10,100,0
2014Q3,S08000016,Melanoma,4,4,10,100,0
2014Q3,S08000016,Ovarian,2,2,10,100,0
2014Q3,S08000016,Upper GI,9,9,10,100,0
2014Q3,S08000016,Urological,11,11,10,100,0
2014Q3,S08000017,Breast,16,16,10,100,0
2014Q3,S08000017,Cervical,2,2,10,100,0
2014Q3,S08000017,Colorectal,19,18,10,100,0
2014Q3,S08000017,Lung,28,25,10,100,0
2014Q3,S08000017,Lymphoma,1,1,10,100,0
2014Q3,S08000017,Melanoma,8,8,10,100,0
2014Q3,S08000017,Ovarian,4,4,10,100,0
2014Q3,S08000017,Upper GI,13,13,10,100,0
2014Q3,S08000017,Urological,15,14,10,100,0
2014Q3,S08000019,Breast,35,35,10,100,0
2014Q3,S08000019,Cervical,3,3,10,100,0
2014Q3,S08000019,Colorectal,28,25,10,100,0
2014Q3,S08000019,Head & Neck,1,0,10,100,0
2014Q3,S08000019,Lung,41,41,10,100,0
2014Q3,S08000019,Lymphoma,3,3,10,100,0
2014Q3,S08000019,Melanoma,9,7,10,100,0
2014Q3,S08000019,Ovarian,4,4,10,100,0
2014Q3,S08000019,Upper GI,15,13,10,100,0
2014Q3,S08000019,Urological,37,34,10,100,0
2014Q3,S08000020,Breast,67,65,10,100,0
2014Q3,S08000020,Cervical,2,1,10,100,0
2014Q3,S08000020,Colorectal,50,35,10,100,0
2014Q3,S08000020,Head & Neck,13,11,10,100,0
2014Q3,S08000020,Lung,72,63,10,100,0
2014Q3,S08000020,Lymphoma,8,6,10,100,0
2014Q3,S08000020,Melanoma,14,14,10,100,0
2014Q3,S08000020,Ovarian,11,11,10,100,0
2014Q3,S08000020,Upper GI,44,44,10,100,0
2014Q3,S08000020,Urological,39,28,10,100,0
2014Q3,S08000022,Breast,49,49,10,100,0
2014Q3,S08000022,Colorectal,21,18,10,100,0
2014Q3,S08000022,Head & Neck,7,7,10,100,0
2014Q3,S08000022,Lung,18,18,10,100,0
2014Q3,S08000022,Lymphoma,7,7,10,100,0
2014Q3,S08000022,Melanoma,11,11,10,100,0
2014Q3,S08000022,Ovarian,5,5,10,100,0
2014Q3,S08000022,Upper GI,24,23,10,100,0
2014Q3,S08000022,Urological,28,23,10,100,0
2014Q3,S08000024,Breast,179,179,10,100,0
2014Q3,S08000024,Cervical,12,12,10,100,0
2014Q3,S08000024,Colorectal,76,72,10,100,0
2014Q3,S08000024,Head & Neck,19,16,10,100,0
2014Q3,S08000024,Lung,56,51,10,100,0
2014Q3,S08000024,Lymphoma,19,18,10,100,0
2014Q3,S08000024,Melanoma,14,13,10,100,0
2014Q3,S08000024,Ovarian,5,5,10,100,0
2014Q3,S08000024,Upper GI,23,22,10,100,0
2014Q3,S08000024,Urological,63,59,10,100,0
2014Q3,S08000025,Breast,3,3,10,100,0
2014Q3,S08000025,Colorectal,2,2,10,100,0
2014Q3,S08000025,Lymphoma,1,0,10,100,0
2014Q3,S08000025,Upper GI,3,3,10,100,0
2014Q3,S08000025,Urological,1,1,10,100,0
2014Q3,S08000026,Breast,1,1,10,100,0
2014Q3,S08000026,Colorectal,2,2,10,100,0
2014Q3,S08000026,Lung,2,1,10,100,0
2014Q3,S08000026,Upper GI,2,2,10,100,0
2014Q3,S08000026,Urological,4,4,10,100,0
2014Q3,S08000028,Breast,1,1,10,100,0
2014Q3,S08000028,Colorectal,4,4,10,100,0
2014Q3,S08000028,Head & Neck,1,1,10,100,0
2014Q3,S08000028,Lung,5,5,10,100,0
2014Q3,S08000028,Upper GI,2,2,10,100,0
2014Q3,S08000029,Breast,18,18,10,100,0
2014Q3,S08000029,Cervical,2,2,10,100,0
2014Q3,S08000029,Colorectal,37,33,10,100,0
2014Q3,S08000029,Head & Neck,6,6,10,100,0
2014Q3,S08000029,Lung,44,37,10,100,0
2014Q3,S08000029,Lymphoma,8,8,10,100,0
2014Q3,S08000029,Melanoma,5,4,10,100,0
2014Q3,S08000029,Ovarian,4,4,10,100,0
2014Q3,S08000029,Upper GI,17,17,10,100,0
2014Q3,S08000029,Urological,40,33,10,100,0
2014Q3,S08000030,Breast,58,56,10,100,0
2014Q3,S08000030,Cervical,3,3,10,100,0
2014Q3,S08000030,Colorectal,35,33,10,100,0
2014Q3,S08000030,Head & Neck,4,4,10,100,0
2014Q3,S08000030,Lung,54,54,10,100,0
2014Q3,S08000030,Melanoma,12,12,10,100,0
2014Q3,S08000030,Upper GI,27,27,10,100,0
2014Q3,S08000030,Urological,35,35,10,100,0
2014Q3,S08000031,Breast,246,232,10,100,0
2014Q3,S08000031,Cervical,4,4,10,100,0
2014Q3,S08000031,Colorectal,125,117,10,100,0
2014Q3,S08000031,Head & Neck,44,42,10,100,0
2014Q3,S08000031,Lung,168,159,10,100,0
2014Q3,S08000031,Lymphoma,30,27,10,100,0
2014Q3,S08000031,Melanoma,35,33,10,100,0
2014Q3,S08000031,Ovarian,14,14,10,100,0
2014Q3,S08000031,Upper GI,67,56,10,100,0
2014Q3,S08000031,Urological,110,91,10,100,0
2014Q3,S08000032,Breast,58,58,10,100,0
2014Q3,S08000032,Cervical,4,3,10,100,0
2014Q3,S08000032,Colorectal,53,51,10,100,0
2014Q3,S08000032,Head & Neck,14,13,10,100,0
2014Q3,S08000032,Lung,46,45,10,100,0
2014Q3,S08000032,Lymphoma,9,9,10,100,0
2014Q3,S08000032,Melanoma,19,19,10,100,0
2014Q3,S08000032,Ovarian,9,9,10,100,0
2014Q3,S08000032,Upper GI,27,27,10,100,0
2014Q3,S08000032,Urological,35,31,10,100,0
2014Q4,S08000015,Breast,90,86,11,121,0
2014Q4,S08000015,Cervical,1,1,11,121,0
2014Q4,S08000015,Colorectal,29,27,11,121,0
2014Q4,S08000015,Head & Neck,7,6,11,121,0
2014Q4,S08000015,Lung,64,59,11,121,0
2014Q4,S08000015,Lymphoma,10,8,11,121,0
2014Q4,S08000015,Melanoma,7,7,11,121,0
2014Q4,S08000015,Ovarian,4,3,11,121,0
2014Q4,S08000015,Upper GI,36,33,11,121,0
2014Q4,S08000015,Urological,37,37,11,121,0
2014Q4,S08000016,Breast,11,11,11,121,0
2014Q4,S08000016,Cervical,1,1,11,121,0
2014Q4,S08000016,Colorectal,11,11,11,121,0
2014Q4,S08000016,Head & Neck,1,1,11,121,0
2014Q4,S08000016,Lung,16,16,11,121,0
2014Q4,S08000016,Lymphoma,5,5,11,121,0
2014Q4,S08000016,Melanoma,6,6,11,121,0
2014Q4,S08000016,Ovarian,4,4,11,121,0
2014Q4,S08000016,Upper GI,13,13,11,121,0
2014Q4,S08000016,Urological,13,11,11,121,0
2014Q4,S08000017,Breast,10,10,11,121,0
2014Q4,S08000017,Cervical,1,1,11,121,0
2014Q4,S08000017,Colorectal,17,17,11,121,0
2014Q4,S08000017,Head & Neck,2,2,11,121,0
2014Q4,S08000017,Lung,26,24,11,121,0
2014Q4,S08000017,Lymphoma,3,3,11,121,0
2014Q4,S08000017,Melanoma,2,2,11,121,0
2014Q4,S08000017,Ovarian,2,2,11,121,0
2014Q4,S08000017,Upper GI,9,9,11,121,0
2014Q4,S08000017,Urological,17,16,11,121,0
2014Q4,S08000019,Breast,33,33,11,121,0
2014Q4,S08000019,Cervical,4,4,11,121,0
2014Q4,S08000019,Colorectal,29,27,11,121,0
2014Q4,S08000019,Head & Neck,5,5,11,121,0
2014Q4,S08000019,Lung,42,40,11,121,0
2014Q4,S08000019,Lymphoma,9,9,11,121,0
2014Q4,S08000019,Melanoma,11,10,11,121,0
2014Q4,S08000019,Ovarian,9,8,11,121,0
2014Q4,S08000019,Upper GI,19,18,11,121,0
2014Q4,S08000019,Urological,34,32,11,121,0
2014Q4,S08000020,Breast,69,68,11,121,0
2014Q4,S08000020,Cervical,7,7,11,121,0
2014Q4,S08000020,Colorectal,50,39,11,121,0
2014Q4,S08000020,Head & Neck,12,9,11,121,0
2014Q4,S08000020,Lung,72,66,11,121,0
2014Q4,S08000020,Lymphoma,6,5,11,121,0
2014Q4,S08000020,Melanoma,9,8,11,121,0
2014Q4,S08000020,Ovarian,14,12,11,121,0
2014Q4,S08000020,Upper GI,30,28,11,121,0
2014Q4,S08000020,Urological,47,41,11,121,0
2014Q4,S08000022,Breast,37,37,11,121,0
2014Q4,S08000022,Cervical,1,1,11,121,0
2014Q4,S08000022,Colorectal,29,24,11,121,0
2014Q4,S08000022,Head & Neck,5,5,11,121,0
2014Q4,S08000022,Lung,36,35,11,121,0
2014Q4,S08000022,Lymphoma,10,10,11,121,0
2014Q4,S08000022,Melanoma,8,8,11,121,0
2014Q4,S08000022,Ovarian,5,5,11,121,0
2014Q4,S08000022,Upper GI,21,21,11,121,0
2014Q4,S08000022,Urological,20,16,11,121,0
2014Q4,S08000024,Breast,172,172,11,121,0
2014Q4,S08000024,Cervical,12,11,11,121,0
2014Q4,S08000024,Colorectal,68,61,11,121,0
2014Q4,S08000024,Head & Neck,13,12,11,121,0
2014Q4,S08000024,Lung,57,57,11,121,0
2014Q4,S08000024,Lymphoma,17,14,11,121,0
2014Q4,S08000024,Melanoma,12,11,11,121,0
2014Q4,S08000024,Ovarian,8,7,11,121,0
2014Q4,S08000024,Upper GI,26,25,11,121,0
2014Q4,S08000024,Urological,65,60,11,121,0
2014Q4,S08000025,Lung,1,1,11,121,0
2014Q4,S08000025,Upper GI,1,0,11,121,0
2014Q4,S08000025,Urological,2,1,11,121,0
2014Q4,S08000026,Breast,4,4,11,121,0
2014Q4,S08000026,Colorectal,5,5,11,121,0
2014Q4,S08000026,Head & Neck,1,0,11,121,0
2014Q4,S08000026,Lung,1,1,11,121,0
2014Q4,S08000026,Melanoma,3,3,11,121,0
2014Q4,S08000026,Upper GI,2,2,11,121,0
2014Q4,S08000026,Urological,2,2,11,121,0
2014Q4,S08000028,Colorectal,2,2,11,121,0
2014Q4,S08000028,Lung,5,5,11,121,0
2014Q4,S08000028,Upper GI,5,5,11,121,0
2014Q4,S08000029,Breast,26,25,11,121,0
2014Q4,S08000029,Cervical,6,6,11,121,0
2014Q4,S08000029,Colorectal,32,31,11,121,0
2014Q4,S08000029,Head & Neck,8,6,11,121,0
2014Q4,S08000029,Lung,36,36,11,121,0
2014Q4,S08000029,Lymphoma,5,4,11,121,0
2014Q4,S08000029,Melanoma,1,1,11,121,0
2014Q4,S08000029,Ovarian,8,8,11,121,0
2014Q4,S08000029,Upper GI,17,16,11,121,0
2014Q4,S08000029,Urological,25,18,11,121,0
2014Q4,S08000030,Breast,65,63,11,121,0
2014Q4,S08000030,Cervical,8,8,11,121,0
2014Q4,S08000030,Colorectal,45,41,11,121,0
2014Q4,S08000030,Head & Neck,1,1,11,121,0
2014Q4,S08000030,Lung,42,42,11,121,0
2014Q4,S08000030,Melanoma,12,12,11,121,0
2014Q4,S08000030,Upper GI,22,22,11,121,0
2014Q4,S08000030,Urological,35,34,11,121,0
2014Q4,S08000031,Breast,250,244,11,121,0
2014Q4,S08000031,Cervical,9,9,11,121,0
2014Q4,S08000031,Colorectal,78,75,11,121,0
2014Q4,S08000031,Head & Neck,43,39,11,121,0
2014Q4,S08000031,Lung,117,110,11,121,0
2014Q4,S08000031,Lymphoma,23,23,11,121,0
2014Q4,S08000031,Melanoma,29,29,11,121,0
2014Q4,S08000031,Ovarian,11,11,11,121,0
2014Q4,S08000031,Upper GI,68,58,11,121,0
2014Q4,S08000031,Urological,117,100,11,121,0
2014Q4,S08000032,Breast,64,62,11,121,0
2014Q4,S08000032,Cervical,7,7,11,121,0
2014Q4,S08000032,Colorectal,47,43,11,121,0
2014Q4,S08000032,Head & Neck,3,3,11,121,0
2014Q4,S08000032,Lung,55,55,11,121,0
2014Q4,S08000032,Lymphoma,5,5,11,121,0
2014Q4,S08000032,Melanoma,21,20,11,121,0
2014Q4,S08000032,Ovarian,6,6,11,121,0
2014Q4,S08000032,Upper GI,22,21,11,121,0
2014Q4,S08000032,Urological,40,36,11,121,0
2015Q1,S08000015,Breast,91,89,12,144,0
2015Q1,S08000015,Cervical,7,6,12,144,0
2015Q1,S08000015,Colorectal,33,32,12,144,0
2015Q1,S08000015,Head & Neck,7,6,12,144,0
2015Q1,S08000015,Lung,59,55,12,144,0
2015Q1,S08000015,Lymphoma,8,5,12,144,0
2015Q1,S08000015,Melanoma,8,8,12,144,0
2015Q1,S08000015,Ovarian,8,8,12,144,0
2015Q1,S08000015,Upper GI,30,28,12,144,0
2015Q1,S08000015,Urological,35,29,12,144,0
2015Q1,S08000016,Breast,10,10,12,144,0
2015Q1,S08000016,Colorectal,19,17,12,144,0
2015Q1,S08000016,Head & Neck,1,1,12,144,0
2015Q1,S08000016,Lung,8,8,12,144,0
2015Q1,S08000016,Lymphoma,3,3,12,144,0
2015Q1,S08000016,Melanoma,2,2,12,144,0
2015Q1,S08000016,Ovarian,2,2,12,144,0
2015Q1,S08000016,Upper GI,10,10,12,144,0
2015Q1,S08000016,Urological,16,14,12,144,0
2015Q1,S08000017,Breast,13,13,12,144,0
2015Q1,S08000017,Colorectal,19,19,12,144,0
2015Q1,S08000017,Head & Neck,4,4,12,144,0
2015Q1,S08000017,Lung,25,25,12,144,0
2015Q1,S08000017,Lymphoma,4,4,12,144,0
2015Q1,S08000017,Melanoma,3,3,12,144,0
2015Q1,S08000017,Ovarian,2,2,12,144,0
2015Q1,S08000017,Upper GI,5,5,12,144,0
2015Q1,S08000017,Urological,12,9,12,144,0
2015Q1,S08000019,Breast,26,26,12,144,0
2015Q1,S08000019,Cervical,5,4,12,144,0
2015Q1,S08000019,Colorectal,23,20,12,144,0
2015Q1,S08000019,Head & Neck,9,5,12,144,0
2015Q1,S08000019,Lung,32,32,12,144,0
2015Q1,S08000019,Lymphoma,8,8,12,144,0
2015Q1,S08000019,Melanoma,12,9,12,144,0
2015Q1,S08000019,Ovarian,4,4,12,144,0
2015Q1,S08000019,Upper GI,23,22,12,144,0
2015Q1,S08000019,Urological,40,36,12,144,0
2015Q1,S08000020,Breast,41,41,12,144,0
2015Q1,S08000020,Cervical,2,2,12,144,0
2015Q1,S08000020,Colorectal,53,38,12,144,0
2015Q1,S08000020,Head & Neck,11,9,12,144,0
2015Q1,S08000020,Lung,58,52,12,144,0
2015Q1,S08000020,Lymphoma,20,14,12,144,0
2015Q1,S08000020,Melanoma,11,10,12,144,0
2015Q1,S08000020,Ovarian,5,5,12,144,0
2015Q1,S08000020,Upper GI,49,46,12,144,0
2015Q1,S08000020,Urological,68,53,12,144,0
2015Q1,S08000022,Breast,56,56,12,144,0
2015Q1,S08000022,Cervical,1,1,12,144,0
2015Q1,S08000022,Colorectal,25,22,12,144,0
2015Q1,S08000022,Head & Neck,6,6,12,144,0
2015Q1,S08000022,Lung,24,24,12,144,0
2015Q1,S08000022,Lymphoma,2,2,12,144,0
2015Q1,S08000022,Melanoma,8,8,12,144,0
2015Q1,S08000022,Ovarian,7,7,12,144,0
2015Q1,S08000022,Upper GI,17,17,12,144,0
2015Q1,S08000022,Urological,28,24,12,144,0
2015Q1,S08000024,Breast,188,188,12,144,0
2015Q1,S08000024,Cervical,16,15,12,144,0
2015Q1,S08000024,Colorectal,59,50,12,144,0
2015Q1,S08000024,Head & Neck,15,15,12,144,0
2015Q1,S08000024,Lung,50,48,12,144,0
2015Q1,S08000024,Lymphoma,14,13,12,144,0
2015Q1,S08000024,Melanoma,13,13,12,144,0
2015Q1,S08000024,Ovarian,5,5,12,144,0
2015Q1,S08000024,Upper GI,31,30,12,144,0
2015Q1,S08000024,Urological,66,56,12,144,0
2015Q1,S08000025,Breast,1,1,12,144,0
2015Q1,S08000025,Colorectal,2,2,12,144,0
2015Q1,S08000026,Breast,3,3,12,144,0
2015Q1,S08000026,Colorectal,1,1,12,144,0
2015Q1,S08000026,Head & Neck,1,1,12,144,0
2015Q1,S08000026,Upper GI,3,3,12,144,0
2015Q1,S08000026,Urological,4,3,12,144,0
2015Q1,S08000028,Breast,1,1,12,144,0
2015Q1,S08000028,Colorectal,3,3,12,144,0
2015Q1,S08000028,Head & Neck,1,1,12,144,0
2015Q1,S08000028,Lung,2,2,12,144,0
2015Q1,S08000028,Upper GI,3,1,12,144,0
2015Q1,S08000029,Breast,23,22,12,144,0
2015Q1,S08000029,Cervical,2,2,12,144,0
2015Q1,S08000029,Colorectal,30,30,12,144,0
2015Q1,S08000029,Head & Neck,3,3,12,144,0
2015Q1,S08000029,Lung,59,49,12,144,0
2015Q1,S08000029,Lymphoma,6,6,12,144,0
2015Q1,S08000029,Melanoma,6,6,12,144,0
2015Q1,S08000029,Ovarian,4,4,12,144,0
2015Q1,S08000029,Upper GI,21,19,12,144,0
2015Q1,S08000029,Urological,37,29,12,144,0
2015Q1,S08000030,Breast,51,51,12,144,0
2015Q1,S08000030,Cervical,3,3,12,144,0
2015Q1,S08000030,Colorectal,37,27,12,144,0
2015Q1,S08000030,Head & Neck,3,3,12,144,0
2015Q1,S08000030,Lung,38,37,12,144,0
2015Q1,S08000030,Melanoma,14,12,12,144,0
2015Q1,S08000030,Ovarian,3,3,12,144,0
2015Q1,S08000030,Upper GI,27,27,12,144,0
2015Q1,S08000030,Urological,17,14,12,144,0
2015Q1,S08000031,Breast,252,249,12,144,0
2015Q1,S08000031,Cervical,6,5,12,144,0
2015Q1,S08000031,Colorectal,85,78,12,144,0
2015Q1,S08000031,Head & Neck,39,36,12,144,0
2015Q1,S08000031,Lung,155,138,12,144,0
2015Q1,S08000031,Lymphoma,33,32,12,144,0
2015Q1,S08000031,Melanoma,25,25,12,144,0
2015Q1,S08000031,Ovarian,9,9,12,144,0
2015Q1,S08000031,Upper GI,70,58,12,144,0
2015Q1,S08000031,Urological,119,92,12,144,0
2015Q1,S08000032,Breast,52,51,12,144,0
2015Q1,S08000032,Cervical,4,4,12,144,0
2015Q1,S08000032,Colorectal,47,43,12,144,0
2015Q1,S08000032,Head & Neck,10,10,12,144,0
2015Q1,S08000032,Lung,56,55,12,144,0
2015Q1,S08000032,Lymphoma,12,12,12,144,0
2015Q1,S08000032,Melanoma,11,11,12,144,0
2015Q1,S08000032,Ovarian,9,6,12,144,0
2015Q1,S08000032,Upper GI,18,18,12,144,0
2015Q1,S08000032,Urological,34,31,12,144,0
2015Q2,S08000015,Breast,84,81,13,169,0
2015Q2,S08000015,Cervical,5,4,13,169,0
2015Q2,S08000015,Colorectal,35,32,13,169,0
2015Q2,S08000015,Head & Neck,18,18,13,169,0
2015Q2,S08000015,Lung,52,52,13,169,0
2015Q2,S08000015,Lymphoma,5,5,13,169,0
2015Q2,S08000015,Melanoma,10,10,13,169,0
2015Q2,S08000015,Ovarian,9,8,13,169,0
2015Q2,S08000015,Upper GI,22,21,13,169,0
2015Q2,S08000015,Urological,50,50,13,169,0
2015Q2,S08000016,Breast,2,2,13,169,0
2015Q2,S08000016,Colorectal,11,11,13,169,0
2015Q2,S08000016,Head & Neck,3,3,13,169,0
2015Q2,S08000016,Lung,11,11,13,169,0
2015Q2,S08000016,Lymphoma,5,5,13,169,0
2015Q2,S08000016,Melanoma,7,7,13,169,0
2015Q2,S08000016,Ovarian,6,6,13,169,0
2015Q2,S08000016,Upper GI,13,13,13,169,0
2015Q2,S08000016,Urological,13,12,13,169,0
2015Q2,S08000017,Breast,9,9,13,169,0
2015Q2,S08000017,Cervical,1,1,13,169,0
2015Q2,S08000017,Colorectal,16,16,13,169,0
2015Q2,S08000017,Head & Neck,2,2,13,169,0
2015Q2,S08000017,Lung,12,12,13,169,0
2015Q2,S08000017,Lymphoma,4,4,13,169,0
2015Q2,S08000017,Melanoma,4,4,13,169,0
2015Q2,S08000017,Ovarian,2,2,13,169,0
2015Q2,S08000017,Upper GI,9,9,13,169,0
2015Q2,S08000017,Urological,6,4,13,169,0
2015Q2,S08000019,Breast,37,37,13,169,0
2015Q2,S08000019,Cervical,2,2,13,169,0
2015Q2,S08000019,Colorectal,35,33,13,169,0
2015Q2,S08000019,Head & Neck,8,7,13,169,0
2015Q2,S08000019,Lung,40,40,13,169,0
2015Q2,S08000019,Lymphoma,8,8,13,169,0
2015Q2,S08000019,Melanoma,14,13,13,169,0
2015Q2,S08000019,Ovarian,5,5,13,169,0
2015Q2,S08000019,Upper GI,19,17,13,169,0
2015Q2,S08000019,Urological,40,36,13,169,0
2015Q2,S08000020,Breast,86,81,13,169,0
2015Q2,S08000020,Cervical,7,2,13,169,0
2015Q2,S08000020,Colorectal,50,28,13,169,0
2015Q2,S08000020,Head & Neck,10,6,13,169,0
2015Q2,S08000020,Lung,61,56,13,169,0
2015Q2,S08000020,Lymphoma,20,19,13,169,0
2015Q2,S08000020,Melanoma,12,10,13,169,0
2015Q2,S08000020,Ovarian,5,4,13,169,0
2015Q2,S08000020,Upper GI,41,40,13,169,0
2015Q2,S08000020,Urological,50,42,13,169,0
2015Q2,S08000022,Breast,51,51,13,169,0
2015Q2,S08000022,Cervical,2,2,13,169,0
2015Q2,S08000022,Colorectal,40,35,13,169,0
2015Q2,S08000022,Head & Neck,5,4,13,169,0
2015Q2,S08000022,Lung,25,24,13,169,0
2015Q2,S08000022,Lymphoma,6,6,13,169,0
2015Q2,S08000022,Melanoma,5,4,13,169,0
2015Q2,S08000022,Ovarian,7,7,13,169,0
2015Q2,S08000022,Upper GI,29,27,13,169,0
2015Q2,S08000022,Urological,21,8,13,169,0
2015Q2,S08000024,Breast,198,197,13,169,0
2015Q2,S08000024,Cervical,7,7,13,169,0
2015Q2,S08000024,Colorectal,59,52,13,169,0
2015Q2,S08000024,Head & Neck,14,12,13,169,0
2015Q2,S08000024,Lung,50,48,13,169,0
2015Q2,S08000024,Lymphoma,20,18,13,169,0
2015Q2,S08000024,Melanoma,19,18,13,169,0
2015Q2,S08000024,Ovarian,8,8,13,169,0
2015Q2,S08000024,Upper GI,31,28,13,169,0
2015Q2,S08000024,Urological,82,70,13,169,0
2015Q2,S08000025,Breast,1,1,13,169,0
2015Q2,S08000025,Colorectal,2,2,13,169,0
2015Q2,S08000025,Lymphoma,1,1,13,169,0
2015Q2,S08000025,Upper GI,1,1,13,169,0
2015Q2,S08000026,Breast,4,4,13,169,0
2015Q2,S08000026,Melanoma,1,1,13,169,0
2015Q2,S08000026,Ovarian,1,1,13,169,0
2015Q2,S08000026,Upper GI,2,2,13,169,0
2015Q2,S08000028,Colorectal,1,1,13,169,0
2015Q2,S08000028,Head & Neck,2,2,13,169,0
2015Q2,S08000028,Lung,7,7,13,169,0
2015Q2,S08000028,Melanoma,2,2,13,169,0
2015Q2,S08000028,Ovarian,1,1,13,169,0
2015Q2,S08000028,Upper GI,3,3,13,169,0
2015Q2,S08000028,Urological,1,1,13,169,0
2015Q2,S08000029,Breast,24,24,13,169,0
2015Q2,S08000029,Cervical,1,1,13,169,0
2015Q2,S08000029,Colorectal,28,27,13,169,0
2015Q2,S08000029,Head & Neck,8,7,13,169,0
2015Q2,S08000029,Lung,45,40,13,169,0
2015Q2,S08000029,Lymphoma,7,7,13,169,0
2015Q2,S08000029,Melanoma,2,1,13,169,0
2015Q2,S08000029,Ovarian,5,5,13,169,0
2015Q2,S08000029,Upper GI,16,15,13,169,0
2015Q2,S08000029,Urological,34,29,13,169,0
2015Q2,S08000030,Breast,66,66,13,169,0
2015Q2,S08000030,Cervical,4,4,13,169,0
2015Q2,S08000030,Colorectal,25,22,13,169,0
2015Q2,S08000030,Head & Neck,7,5,13,169,0
2015Q2,S08000030,Lung,47,45,13,169,0
2015Q2,S08000030,Lymphoma,1,1,13,169,0
2015Q2,S08000030,Melanoma,24,21,13,169,0
2015Q2,S08000030,Ovarian,2,1,13,169,0
2015Q2,S08000030,Upper GI,27,27,13,169,0
2015Q2,S08000030,Urological,31,26,13,169,0
2015Q2,S08000031,Breast,205,194,13,169,0
2015Q2,S08000031,Cervical,7,7,13,169,0
2015Q2,S08000031,Colorectal,108,98,13,169,0
2015Q2,S08000031,Head & Neck,45,37,13,169,0
2015Q2,S08000031,Lung,167,153,13,169,0
2015Q2,S08000031,Lymphoma,20,19,13,169,0
2015Q2,S08000031,Melanoma,37,37,13,169,0
2015Q2,S08000031,Ovarian,9,9,13,169,0
2015Q2,S08000031,Upper GI,74,63,13,169,0
2015Q2,S08000031,Urological,94,71,13,169,0
2015Q2,S08000032,Breast,47,47,13,169,0
2015Q2,S08000032,Cervical,4,4,13,169,0
2015Q2,S08000032,Colorectal,49,43,13,169,0
2015Q2,S08000032,Head & Neck,13,13,13,169,0
2015Q2,S08000032,Lung,60,59,13,169,0
2015Q2,S08000032,Lymphoma,10,10,13,169,0
2015Q2,S08000032,Melanoma,15,15,13,169,0
2015Q2,S08000032,Ovarian,10,10,13,169,0
