,Quarter,HB,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,Date,DateSquared,Pandemic,PopSize,Pandemic_cat,JustPandemic,PandemicRecovery
956,2013Q4,S08000029,Cervical,4,3,7.0,49,0.0,366900.0,0.0,0.0,0.0
957,2013Q4,S08000029,Colorectal,25,24,7.0,49,0.0,366900.0,0.0,0.0,0.0
958,2013Q4,S08000029,Head & Neck,4,4,7.0,49,0.0,366900.0,0.0,0.0,0.0
959,2013Q4,S08000029,Lung,43,41,7.0,49,0.0,366900.0,0.0,0.0,0.0
960,2013Q4,S08000029,Melanoma,2,2,7.0,49,0.0,366900.0,0.0,0.0,0.0
961,2013Q4,S08000029,Ovarian,1,1,7.0,49,0.0,366900.0,0.0,0.0,0.0
962,2013Q4,S08000029,Upper GI,23,23,7.0,49,0.0,366900.0,0.0,0.0,0.0
963,2013Q4,S08000029,Urological,29,27,7.0,49,0.0,366900.0,0.0,0.0,0.0
964,2013Q4,S08000030,Breast,52,49,7.0,49,0.0,412160.0,0.0,0.0,0.0
965,2013Q4,S08000030,Cervical,5,4,7.0,49,0.0,412160.0,0.0,0.0,0.0
966,2013Q4,S08000030,Colorectal,42,37,7.0,49,0.0,412160.0,0.0,0.0,0.0
967,2013Q4,S08000030,Head & Neck,7,5,7.0,49,0.0,412160.0,0.0,0.0,0.0
968,2013Q4,S08000030,Lung,43,36,7.0,49,0.0,412160.0,0.0,0.0,0.0
969,2013Q4,S08000030,Lymphoma,1,1,7.0,49,0.0,412160.0,0.0,0.0,0.0
970,2013Q4,S08000030,Melanoma,7,7,7.0,49,0.0,412160.0,0.0,0.0,0.0
971,2013Q4,S08000030,Ovarian,4,4,7.0,49,0.0,412160.0,0.0,0.0,0.0
972,2013Q4,S08000030,Upper GI,27,25,7.0,49,0.0,412160.0,0.0,0.0,0.0
973,2013Q4,S08000030,Urological,31,29,7.0,49,0.0,412160.0,0.0,0.0,0.0
974,2013Q4,S08000031,Breast,263,258,7.0,49,0.0,1137920.0,0.0,0.0,0.0
975,2013Q4,S08000031,Cervical,4,4,7.0,49,0.0,1137920.0,0.0,0.0,0.0
976,2013Q4,S08000031,Colorectal,86,79,7.0,49,0.0,1137920.0,0.0,0.0,0.0
977,2013Q4,S08000031,Head & Neck,45,42,7.0,49,0.0,1137920.0,0.0,0.0,0.0
978,2013Q4,S08000031,Lung,150,137,7.0,49,0.0,1137920.0,0.0,0.0,0.0
979,2013Q4,S08000031,Lymphoma,24,23,7.0,49,0.0,1137920.0,0.0,0.0,0.0
980,2013Q4,S08000031,Melanoma,16,16,7.0,49,0.0,1137920.0,0.0,0.0,0.0
981,2013Q4,S08000031,Ovarian,7,7,7.0,49,0.0,1137920.0,0.0,0.0,0.0
982,2013Q4,S08000031,Upper GI,69,63,7.0,49,0.0,1137920.0,0.0,0.0,0.0
983,2013Q4,S08000031,Urological,107,97,7.0,49,0.0,1137920.0,0.0,0.0,0.0
984,2013Q4,S08000032,Breast,51,51,7.0,49,0.0,652590.0,0.0,0.0,0.0
985,2013Q4,S08000032,Cervical,6,6,7.0,49,0.0,652590.0,0.0,0.0,0.0
986,2013Q4,S08000032,Colorectal,54,52,7.0,49,0.0,652590.0,0.0,0.0,0.0
987,2013Q4,S08000032,Head & Neck,10,10,7.0,49,0.0,652590.0,0.0,0.0,0.0
988,2013Q4,S08000032,Lung,40,37,7.0,49,0.0,652590.0,0.0,0.0,0.0
989,2013Q4,S08000032,Lymphoma,11,11,7.0,49,0.0,652590.0,0.0,0.0,0.0
990,2013Q4,S08000032,Melanoma,19,17,7.0,49,0.0,652590.0,0.0,0.0,0.0
991,2013Q4,S08000032,Ovarian,8,8,7.0,49,0.0,652590.0,0.0,0.0,0.0
992,2013Q4,S08000032,Upper GI,24,23,7.0,49,0.0,652590.0,0.0,0.0,0.0
993,2013Q4,S08000032,Urological,26,26,7.0,49,0.0,652590.0,0.0,0.0,0.0
994,2014Q1,S08000015,Breast,71,71,8.0,64,0.0,371140.0,0.0,0.0,0.0
995,2014Q1,S08000015,Cervical,4,4,8.0,64,0.0,371140.0,0.0,0.0,0.0
996,2014Q1,S08000015,Colorectal,32,32,8.0,64,0.0,371140.0,0.0,0.0,0.0
997,2014Q1,S08000015,Head & Neck,8,7,8.0,64,0.0,371140.0,0.0,0.0,0.0
998,2014Q1,S08000015,Lung,67,64,8.0,64,0.0,371140.0,0.0,0.0,0.0
999,2014Q1,S08000015,Lymphoma,4,4,8.0,64,0.0,371140.0,0.0,0.0,0.0
1000,2014Q1,S08000015,Melanoma,6,6,8.0,64,0.0,371140.0,0.0,0.0,0.0
1001,2014Q1,S08000015,Ovarian,8,7,8.0,64,0.0,371140.0,0.0,0.0,0.0
1002,2014Q1,S08000015,Upper GI,23,22,8.0,64,0.0,371140.0,0.0,0.0,0.0
1003,2014Q1,S08000015,Urological,29,24,8.0,64,0.0,371140.0,0.0,0.0,0.0
1004,2014Q1,S08000016,Breast,4,4,8.0,64,0.0,114040.0,0.0,0.0,0.0
1005,2014Q1,S08000016,Colorectal,15,15,8.0,64,0.0,114040.0,0.0,0.0,0.0
1006,2014Q1,S08000016,Head & Neck,1,1,8.0,64,0.0,114040.0,0.0,0.0,0.0
1007,2014Q1,S08000016,Lung,12,12,8.0,64,0.0,114040.0,0.0,0.0,0.0
1008,2014Q1,S08000016,Lymphoma,3,3,8.0,64,0.0,114040.0,0.0,0.0,0.0
1009,2014Q1,S08000016,Melanoma,4,4,8.0,64,0.0,114040.0,0.0,0.0,0.0
1010,2014Q1,S08000016,Ovarian,4,4,8.0,64,0.0,114040.0,0.0,0.0,0.0
1011,2014Q1,S08000016,Upper GI,8,8,8.0,64,0.0,114040.0,0.0,0.0,0.0
1012,2014Q1,S08000016,Urological,10,8,8.0,64,0.0,114040.0,0.0,0.0,0.0
1013,2014Q1,S08000017,Breast,11,11,8.0,64,0.0,149960.0,0.0,0.0,0.0
1014,2014Q1,S08000017,Cervical,2,2,8.0,64,0.0,149960.0,0.0,0.0,0.0
1015,2014Q1,S08000017,Colorectal,10,10,8.0,64,0.0,149960.0,0.0,0.0,0.0
1016,2014Q1,S08000017,Head & Neck,2,2,8.0,64,0.0,149960.0,0.0,0.0,0.0
1017,2014Q1,S08000017,Lung,11,11,8.0,64,0.0,149960.0,0.0,0.0,0.0
1018,2014Q1,S08000017,Lymphoma,4,4,8.0,64,0.0,149960.0,0.0,0.0,0.0
1019,2014Q1,S08000017,Melanoma,4,4,8.0,64,0.0,149960.0,0.0,0.0,0.0
1020,2014Q1,S08000017,Ovarian,1,1,8.0,64,0.0,149960.0,0.0,0.0,0.0
1021,2014Q1,S08000017,Upper GI,17,17,8.0,64,0.0,149960.0,0.0,0.0,0.0
1022,2014Q1,S08000017,Urological,19,16,8.0,64,0.0,149960.0,0.0,0.0,0.0
1023,2014Q1,S08000019,Breast,32,32,8.0,64,0.0,300400.0,0.0,0.0,0.0
1024,2014Q1,S08000019,Cervical,1,1,8.0,64,0.0,300400.0,0.0,0.0,0.0
1025,2014Q1,S08000019,Colorectal,36,26,8.0,64,0.0,300400.0,0.0,0.0,0.0
1026,2014Q1,S08000019,Head & Neck,8,8,8.0,64,0.0,300400.0,0.0,0.0,0.0
1027,2014Q1,S08000019,Lung,32,30,8.0,64,0.0,300400.0,0.0,0.0,0.0
1028,2014Q1,S08000019,Lymphoma,4,4,8.0,64,0.0,300400.0,0.0,0.0,0.0
1029,2014Q1,S08000019,Melanoma,4,3,8.0,64,0.0,300400.0,0.0,0.0,0.0
1030,2014Q1,S08000019,Ovarian,6,5,8.0,64,0.0,300400.0,0.0,0.0,0.0
1031,2014Q1,S08000019,Upper GI,12,12,8.0,64,0.0,300400.0,0.0,0.0,0.0
1032,2014Q1,S08000019,Urological,41,33,8.0,64,0.0,300400.0,0.0,0.0,0.0
1033,2014Q1,S08000020,Breast,79,76,8.0,64,0.0,584220.0,0.0,0.0,0.0
1034,2014Q1,S08000020,Cervical,6,6,8.0,64,0.0,584220.0,0.0,0.0,0.0
1035,2014Q1,S08000020,Colorectal,39,30,8.0,64,0.0,584220.0,0.0,0.0,0.0
1036,2014Q1,S08000020,Head & Neck,7,3,8.0,64,0.0,584220.0,0.0,0.0,0.0
1037,2014Q1,S08000020,Lung,65,61,8.0,64,0.0,584220.0,0.0,0.0,0.0
1038,2014Q1,S08000020,Lymphoma,7,7,8.0,64,0.0,584220.0,0.0,0.0,0.0
1039,2014Q1,S08000020,Melanoma,14,10,8.0,64,0.0,584220.0,0.0,0.0,0.0
1040,2014Q1,S08000020,Ovarian,4,3,8.0,64,0.0,584220.0,0.0,0.0,0.0
1041,2014Q1,S08000020,Upper GI,44,42,8.0,64,0.0,584220.0,0.0,0.0,0.0
1042,2014Q1,S08000020,Urological,33,17,8.0,64,0.0,584220.0,0.0,0.0,0.0
1043,2014Q1,S08000022,Breast,61,57,8.0,64,0.0,320730.0,0.0,0.0,0.0
1044,2014Q1,S08000022,Cervical,4,3,8.0,64,0.0,320730.0,0.0,0.0,0.0
1045,2014Q1,S08000022,Colorectal,23,19,8.0,64,0.0,320730.0,0.0,0.0,0.0
1046,2014Q1,S08000022,Head & Neck,6,6,8.0,64,0.0,320730.0,0.0,0.0,0.0
1047,2014Q1,S08000022,Lung,33,33,8.0,64,0.0,320730.0,0.0,0.0,0.0
1048,2014Q1,S08000022,Lymphoma,5,5,8.0,64,0.0,320730.0,0.0,0.0,0.0
1049,2014Q1,S08000022,Melanoma,14,14,8.0,64,0.0,320730.0,0.0,0.0,0.0
1050,2014Q1,S08000022,Ovarian,3,2,8.0,64,0.0,320730.0,0.0,0.0,0.0
1051,2014Q1,S08000022,Upper GI,13,10,8.0,64,0.0,320730.0,0.0,0.0,0.0
1052,2014Q1,S08000022,Urological,18,13,8.0,64,0.0,320730.0,0.0,0.0,0.0
1053,2014Q1,S08000024,Breast,151,151,8.0,64,0.0,858120.0,0.0,0.0,0.0
1054,2014Q1,S08000024,Cervical,15,15,8.0,64,0.0,858120.0,0.0,0.0,0.0
1055,2014Q1,S08000024,Colorectal,78,72,8.0,64,0.0,858120.0,0.0,0.0,0.0
1056,2014Q1,S08000024,Head & Neck,14,12,8.0,64,0.0,858120.0,0.0,0.0,0.0
1057,2014Q1,S08000024,Lung,64,44,8.0,64,0.0,858120.0,0.0,0.0,0.0
1058,2014Q1,S08000024,Lymphoma,16,15,8.0,64,0.0,858120.0,0.0,0.0,0.0
1059,2014Q1,S08000024,Melanoma,9,9,8.0,64,0.0,858120.0,0.0,0.0,0.0
1060,2014Q1,S08000024,Ovarian,3,2,8.0,64,0.0,858120.0,0.0,0.0,0.0
1061,2014Q1,S08000024,Upper GI,32,32,8.0,64,0.0,858120.0,0.0,0.0,0.0
1062,2014Q1,S08000024,Urological,70,68,8.0,64,0.0,858120.0,0.0,0.0,0.0
1063,2014Q1,S08000025,Breast,1,1,8.0,64,0.0,21580.0,0.0,0.0,0.0
1064,2014Q1,S08000025,Colorectal,3,3,8.0,64,0.0,21580.0,0.0,0.0,0.0
1065,2014Q1,S08000025,Upper GI,1,1,8.0,64,0.0,21580.0,0.0,0.0,0.0
1066,2014Q1,S08000026,Colorectal,4,3,8.0,64,0.0,23220.0,0.0,0.0,0.0
1067,2014Q1,S08000026,Head & Neck,1,1,8.0,64,0.0,23220.0,0.0,0.0,0.0
1068,2014Q1,S08000026,Lung,1,1,8.0,64,0.0,23220.0,0.0,0.0,0.0
1069,2014Q1,S08000026,Lymphoma,1,1,8.0,64,0.0,23220.0,0.0,0.0,0.0
1070,2014Q1,S08000026,Ovarian,1,1,8.0,64,0.0,23220.0,0.0,0.0,0.0
1071,2014Q1,S08000026,Upper GI,3,2,8.0,64,0.0,23220.0,0.0,0.0,0.0
1072,2014Q1,S08000026,Urological,4,4,8.0,64,0.0,23220.0,0.0,0.0,0.0
1073,2014Q1,S08000028,Colorectal,2,2,8.0,64,0.0,27250.0,0.0,0.0,0.0
1074,2014Q1,S08000028,Lung,7,6,8.0,64,0.0,27250.0,0.0,0.0,0.0
1075,2014Q1,S08000028,Melanoma,1,1,8.0,64,0.0,27250.0,0.0,0.0,0.0
1076,2014Q1,S08000028,Upper GI,1,1,8.0,64,0.0,27250.0,0.0,0.0,0.0
1077,2014Q1,S08000028,Urological,1,1,8.0,64,0.0,27250.0,0.0,0.0,0.0
1078,2014Q1,S08000029,Breast,19,19,8.0,64,0.0,367250.0,0.0,0.0,0.0
1079,2014Q1,S08000029,Cervical,5,4,8.0,64,0.0,367250.0,0.0,0.0,0.0
1080,2014Q1,S08000029,Colorectal,32,31,8.0,64,0.0,367250.0,0.0,0.0,0.0
1081,2014Q1,S08000029,Head & Neck,2,2,8.0,64,0.0,367250.0,0.0,0.0,0.0
1082,2014Q1,S08000029,Lung,45,36,8.0,64,0.0,367250.0,0.0,0.0,0.0
1083,2014Q1,S08000029,Lymphoma,6,6,8.0,64,0.0,367250.0,0.0,0.0,0.0
1084,2014Q1,S08000029,Melanoma,2,2,8.0,64,0.0,367250.0,0.0,0.0,0.0
1085,2014Q1,S08000029,Ovarian,4,4,8.0,64,0.0,367250.0,0.0,0.0,0.0
1086,2014Q1,S08000029,Upper GI,24,23,8.0,64,0.0,367250.0,0.0,0.0,0.0
1087,2014Q1,S08000029,Urological,39,35,8.0,64,0.0,367250.0,0.0,0.0,0.0
1088,2014Q1,S08000030,Breast,58,54,8.0,64,0.0,413800.0,0.0,0.0,0.0
1089,2014Q1,S08000030,Cervical,4,4,8.0,64,0.0,413800.0,0.0,0.0,0.0
1090,2014Q1,S08000030,Colorectal,29,25,8.0,64,0.0,413800.0,0.0,0.0,0.0
1091,2014Q1,S08000030,Head & Neck,6,5,8.0,64,0.0,413800.0,0.0,0.0,0.0
1092,2014Q1,S08000030,Lung,41,36,8.0,64,0.0,413800.0,0.0,0.0,0.0
1093,2014Q1,S08000030,Melanoma,8,7,8.0,64,0.0,413800.0,0.0,0.0,0.0
1094,2014Q1,S08000030,Ovarian,2,2,8.0,64,0.0,413800.0,0.0,0.0,0.0
1095,2014Q1,S08000030,Upper GI,32,31,8.0,64,0.0,413800.0,0.0,0.0,0.0
1096,2014Q1,S08000030,Urological,35,30,8.0,64,0.0,413800.0,0.0,0.0,0.0
1097,2014Q1,S08000031,Breast,218,208,8.0,64,0.0,1142590.0,0.0,0.0,0.0
1098,2014Q1,S08000031,Cervical,8,8,8.0,64,0.0,1142590.0,0.0,0.0,0.0
1099,2014Q1,S08000031,Colorectal,98,91,8.0,64,0.0,1142590.0,0.0,0.0,0.0
1100,2014Q1,S08000031,Head & Neck,35,31,8.0,64,0.0,1142590.0,0.0,0.0,0.0
1101,2014Q1,S08000031,Lung,140,129,8.0,64,0.0,1142590.0,0.0,0.0,0.0
1102,2014Q1,S08000031,Lymphoma,29,28,8.0,64,0.0,1142590.0,0.0,0.0,0.0
1103,2014Q1,S08000031,Melanoma,22,22,8.0,64,0.0,1142590.0,0.0,0.0,0.0
1104,2014Q1,S08000031,Ovarian,4,4,8.0,64,0.0,1142590.0,0.0,0.0,0.0
1105,2014Q1,S08000031,Upper GI,73,58,8.0,64,0.0,1142590.0,0.0,0.0,0.0
1106,2014Q1,S08000031,Urological,112,93,8.0,64,0.0,1142590.0,0.0,0.0,0.0
1107,2014Q1,S08000032,Breast,51,50,8.0,64,0.0,653300.0,0.0,0.0,0.0
1108,2014Q1,S08000032,Cervical,4,4,8.0,64,0.0,653300.0,0.0,0.0,0.0
1109,2014Q1,S08000032,Colorectal,45,44,8.0,64,0.0,653300.0,0.0,0.0,0.0
1110,2014Q1,S08000032,Head & Neck,11,11,8.0,64,0.0,653300.0,0.0,0.0,0.0
1111,2014Q1,S08000032,Lung,64,61,8.0,64,0.0,653300.0,0.0,0.0,0.0
1112,2014Q1,S08000032,Lymphoma,7,7,8.0,64,0.0,653300.0,0.0,0.0,0.0
1113,2014Q1,S08000032,Melanoma,19,19,8.0,64,0.0,653300.0,0.0,0.0,0.0
1114,2014Q1,S08000032,Ovarian,4,4,8.0,64,0.0,653300.0,0.0,0.0,0.0
1115,2014Q1,S08000032,Upper GI,24,24,8.0,64,0.0,653300.0,0.0,0.0,0.0
1116,2014Q1,S08000032,Urological,36,31,8.0,64,0.0,653300.0,0.0,0.0,0.0
1117,2014Q2,S08000015,Breast,80,79,9.0,81,0.0,371140.0,0.0,0.0,0.0
1118,2014Q2,S08000015,Cervical,3,3,9.0,81,0.0,371140.0,0.0,0.0,0.0
1119,2014Q2,S08000015,Colorectal,44,37,9.0,81,0.0,371140.0,0.0,0.0,0.0
1120,2014Q2,S08000015,Head & Neck,11,9,9.0,81,0.0,371140.0,0.0,0.0,0.0
1121,2014Q2,S08000015,Lung,61,58,9.0,81,0.0,371140.0,0.0,0.0,0.0
1122,2014Q2,S08000015,Lymphoma,8,6,9.0,81,0.0,371140.0,0.0,0.0,0.0
1123,2014Q2,S08000015,Melanoma,10,10,9.0,81,0.0,371140.0,0.0,0.0,0.0
1124,2014Q2,S08000015,Ovarian,5,4,9.0,81,0.0,371140.0,0.0,0.0,0.0
1125,2014Q2,S08000015,Upper GI,27,25,9.0,81,0.0,371140.0,0.0,0.0,0.0
1126,2014Q2,S08000015,Urological,33,32,9.0,81,0.0,371140.0,0.0,0.0,0.0
1127,2014Q2,S08000016,Breast,8,8,9.0,81,0.0,114040.0,0.0,0.0,0.0
1128,2014Q2,S08000016,Cervical,1,1,9.0,81,0.0,114040.0,0.0,0.0,0.0
1129,2014Q2,S08000016,Colorectal,15,15,9.0,81,0.0,114040.0,0.0,0.0,0.0
1130,2014Q2,S08000016,Head & Neck,2,2,9.0,81,0.0,114040.0,0.0,0.0,0.0
1131,2014Q2,S08000016,Lung,15,15,9.0,81,0.0,114040.0,0.0,0.0,0.0
1132,2014Q2,S08000016,Lymphoma,6,6,9.0,81,0.0,114040.0,0.0,0.0,0.0
1133,2014Q2,S08000016,Melanoma,4,4,9.0,81,0.0,114040.0,0.0,0.0,0.0
1134,2014Q2,S08000016,Ovarian,5,5,9.0,81,0.0,114040.0,0.0,0.0,0.0
1135,2014Q2,S08000016,Upper GI,8,8,9.0,81,0.0,114040.0,0.0,0.0,0.0
1136,2014Q2,S08000016,Urological,15,14,9.0,81,0.0,114040.0,0.0,0.0,0.0
1137,2014Q2,S08000017,Breast,17,17,9.0,81,0.0,149960.0,0.0,0.0,0.0
1138,2014Q2,S08000017,Cervical,2,2,9.0,81,0.0,149960.0,0.0,0.0,0.0
1139,2014Q2,S08000017,Colorectal,22,21,9.0,81,0.0,149960.0,0.0,0.0,0.0
1140,2014Q2,S08000017,Head & Neck,3,3,9.0,81,0.0,149960.0,0.0,0.0,0.0
1141,2014Q2,S08000017,Lung,19,18,9.0,81,0.0,149960.0,0.0,0.0,0.0
1142,2014Q2,S08000017,Lymphoma,4,4,9.0,81,0.0,149960.0,0.0,0.0,0.0
1143,2014Q2,S08000017,Melanoma,6,6,9.0,81,0.0,149960.0,0.0,0.0,0.0
1144,2014Q2,S08000017,Ovarian,6,5,9.0,81,0.0,149960.0,0.0,0.0,0.0
1145,2014Q2,S08000017,Upper GI,13,13,9.0,81,0.0,149960.0,0.0,0.0,0.0
1146,2014Q2,S08000017,Urological,24,21,9.0,81,0.0,149960.0,0.0,0.0,0.0
1147,2014Q2,S08000019,Breast,37,37,9.0,81,0.0,300400.0,0.0,0.0,0.0
1148,2014Q2,S08000019,Cervical,2,2,9.0,81,0.0,300400.0,0.0,0.0,0.0
1149,2014Q2,S08000019,Colorectal,20,20,9.0,81,0.0,300400.0,0.0,0.0,0.0
1150,2014Q2,S08000019,Head & Neck,5,2,9.0,81,0.0,300400.0,0.0,0.0,0.0
1151,2014Q2,S08000019,Lung,45,44,9.0,81,0.0,300400.0,0.0,0.0,0.0
1152,2014Q2,S08000019,Lymphoma,9,9,9.0,81,0.0,300400.0,0.0,0.0,0.0
1153,2014Q2,S08000019,Melanoma,5,5,9.0,81,0.0,300400.0,0.0,0.0,0.0
1154,2014Q2,S08000019,Ovarian,2,2,9.0,81,0.0,300400.0,0.0,0.0,0.0
1155,2014Q2,S08000019,Upper GI,23,20,9.0,81,0.0,300400.0,0.0,0.0,0.0
1156,2014Q2,S08000019,Urological,33,31,9.0,81,0.0,300400.0,0.0,0.0,0.0
1157,2014Q2,S08000020,Breast,85,82,9.0,81,0.0,584220.0,0.0,0.0,0.0
1158,2014Q2,S08000020,Cervical,7,7,9.0,81,0.0,584220.0,0.0,0.0,0.0
1159,2014Q2,S08000020,Colorectal,45,35,9.0,81,0.0,584220.0,0.0,0.0,0.0
1160,2014Q2,S08000020,Head & Neck,6,6,9.0,81,0.0,584220.0,0.0,0.0,0.0
1161,2014Q2,S08000020,Lung,64,58,9.0,81,0.0,584220.0,0.0,0.0,0.0
1162,2014Q2,S08000020,Lymphoma,16,11,9.0,81,0.0,584220.0,0.0,0.0,0.0
1163,2014Q2,S08000020,Melanoma,12,11,9.0,81,0.0,584220.0,0.0,0.0,0.0
1164,2014Q2,S08000020,Ovarian,9,9,9.0,81,0.0,584220.0,0.0,0.0,0.0
1165,2014Q2,S08000020,Upper GI,34,32,9.0,81,0.0,584220.0,0.0,0.0,0.0
1166,2014Q2,S08000020,Urological,34,29,9.0,81,0.0,584220.0,0.0,0.0,0.0
1167,2014Q2,S08000022,Breast,42,41,9.0,81,0.0,320730.0,0.0,0.0,0.0
1168,2014Q2,S08000022,Cervical,3,2,9.0,81,0.0,320730.0,0.0,0.0,0.0
1169,2014Q2,S08000022,Colorectal,22,22,9.0,81,0.0,320730.0,0.0,0.0,0.0
1170,2014Q2,S08000022,Head & Neck,6,5,9.0,81,0.0,320730.0,0.0,0.0,0.0
1171,2014Q2,S08000022,Lung,31,28,9.0,81,0.0,320730.0,0.0,0.0,0.0
1172,2014Q2,S08000022,Lymphoma,10,10,9.0,81,0.0,320730.0,0.0,0.0,0.0
1173,2014Q2,S08000022,Melanoma,11,11,9.0,81,0.0,320730.0,0.0,0.0,0.0
1174,2014Q2,S08000022,Ovarian,5,3,9.0,81,0.0,320730.0,0.0,0.0,0.0
1175,2014Q2,S08000022,Upper GI,22,22,9.0,81,0.0,320730.0,0.0,0.0,0.0
1176,2014Q2,S08000022,Urological,27,20,9.0,81,0.0,320730.0,0.0,0.0,0.0
1177,2014Q2,S08000024,Breast,184,184,9.0,81,0.0,858120.0,0.0,0.0,0.0
1178,2014Q2,S08000024,Cervical,13,12,9.0,81,0.0,858120.0,0.0,0.0,0.0
1179,2014Q2,S08000024,Colorectal,79,70,9.0,81,0.0,858120.0,0.0,0.0,0.0
1180,2014Q2,S08000024,Head & Neck,20,19,9.0,81,0.0,858120.0,0.0,0.0,0.0
1181,2014Q2,S08000024,Lung,64,53,9.0,81,0.0,858120.0,0.0,0.0,0.0
1182,2014Q2,S08000024,Lymphoma,15,15,9.0,81,0.0,858120.0,0.0,0.0,0.0
1183,2014Q2,S08000024,Melanoma,12,12,9.0,81,0.0,858120.0,0.0,0.0,0.0
1184,2014Q2,S08000024,Ovarian,5,5,9.0,81,0.0,858120.0,0.0,0.0,0.0
1185,2014Q2,S08000024,Upper GI,32,32,9.0,81,0.0,858120.0,0.0,0.0,0.0
1186,2014Q2,S08000024,Urological,56,55,9.0,81,0.0,858120.0,0.0,0.0,0.0
1187,2014Q2,S08000025,Colorectal,1,1,9.0,81,0.0,21580.0,0.0,0.0,0.0
1188,2014Q2,S08000026,Breast,3,3,9.0,81,0.0,23220.0,0.0,0.0,0.0
1189,2014Q2,S08000026,Cervical,1,1,9.0,81,0.0,23220.0,0.0,0.0,0.0
1190,2014Q2,S08000026,Colorectal,2,2,9.0,81,0.0,23220.0,0.0,0.0,0.0
1191,2014Q2,S08000026,Lymphoma,2,2,9.0,81,0.0,23220.0,0.0,0.0,0.0
1192,2014Q2,S08000026,Urological,4,3,9.0,81,0.0,23220.0,0.0,0.0,0.0
1193,2014Q2,S08000028,Colorectal,3,3,9.0,81,0.0,27250.0,0.0,0.0,0.0
1194,2014Q2,S08000028,Head & Neck,2,2,9.0,81,0.0,27250.0,0.0,0.0,0.0
1195,2014Q2,S08000028,Lung,3,3,9.0,81,0.0,27250.0,0.0,0.0,0.0
1196,2014Q2,S08000028,Melanoma,1,1,9.0,81,0.0,27250.0,0.0,0.0,0.0
1197,2014Q2,S08000028,Upper GI,2,1,9.0,81,0.0,27250.0,0.0,0.0,0.0
1198,2014Q2,S08000029,Breast,25,25,9.0,81,0.0,367250.0,0.0,0.0,0.0
1199,2014Q2,S08000029,Cervical,3,3,9.0,81,0.0,367250.0,0.0,0.0,0.0
1200,2014Q2,S08000029,Colorectal,29,29,9.0,81,0.0,367250.0,0.0,0.0,0.0
1201,2014Q2,S08000029,Head & Neck,5,4,9.0,81,0.0,367250.0,0.0,0.0,0.0
1202,2014Q2,S08000029,Lung,63,54,9.0,81,0.0,367250.0,0.0,0.0,0.0
1203,2014Q2,S08000029,Lymphoma,5,5,9.0,81,0.0,367250.0,0.0,0.0,0.0
1204,2014Q2,S08000029,Melanoma,4,3,9.0,81,0.0,367250.0,0.0,0.0,0.0
1205,2014Q2,S08000029,Ovarian,8,8,9.0,81,0.0,367250.0,0.0,0.0,0.0
1206,2014Q2,S08000029,Upper GI,19,19,9.0,81,0.0,367250.0,0.0,0.0,0.0
1207,2014Q2,S08000029,Urological,23,17,9.0,81,0.0,367250.0,0.0,0.0,0.0
1208,2014Q2,S08000030,Breast,53,52,9.0,81,0.0,413800.0,0.0,0.0,0.0
1209,2014Q2,S08000030,Cervical,8,7,9.0,81,0.0,413800.0,0.0,0.0,0.0
1210,2014Q2,S08000030,Colorectal,44,41,9.0,81,0.0,413800.0,0.0,0.0,0.0
1211,2014Q2,S08000030,Head & Neck,7,6,9.0,81,0.0,413800.0,0.0,0.0,0.0
1212,2014Q2,S08000030,Lung,58,52,9.0,81,0.0,413800.0,0.0,0.0,0.0
1213,2014Q2,S08000030,Melanoma,5,5,9.0,81,0.0,413800.0,0.0,0.0,0.0
1214,2014Q2,S08000030,Upper GI,26,26,9.0,81,0.0,413800.0,0.0,0.0,0.0
1215,2014Q2,S08000030,Urological,34,31,9.0,81,0.0,413800.0,0.0,0.0,0.0
1216,2014Q2,S08000031,Breast,251,239,9.0,81,0.0,1142590.0,0.0,0.0,0.0
1217,2014Q2,S08000031,Cervical,9,8,9.0,81,0.0,1142590.0,0.0,0.0,0.0
1218,2014Q2,S08000031,Colorectal,104,98,9.0,81,0.0,1142590.0,0.0,0.0,0.0
1219,2014Q2,S08000031,Head & Neck,44,40,9.0,81,0.0,1142590.0,0.0,0.0,0.0
1220,2014Q2,S08000031,Lung,154,140,9.0,81,0.0,1142590.0,0.0,0.0,0.0
1221,2014Q2,S08000031,Lymphoma,18,18,9.0,81,0.0,1142590.0,0.0,0.0,0.0
1222,2014Q2,S08000031,Melanoma,23,23,9.0,81,0.0,1142590.0,0.0,0.0,0.0
1223,2014Q2,S08000031,Ovarian,12,12,9.0,81,0.0,1142590.0,0.0,0.0,0.0
1224,2014Q2,S08000031,Upper GI,69,60,9.0,81,0.0,1142590.0,0.0,0.0,0.0
1225,2014Q2,S08000031,Urological,109,81,9.0,81,0.0,1142590.0,0.0,0.0,0.0
1226,2014Q2,S08000032,Breast,67,66,9.0,81,0.0,653300.0,0.0,0.0,0.0
1227,2014Q2,S08000032,Cervical,6,5,9.0,81,0.0,653300.0,0.0,0.0,0.0
1228,2014Q2,S08000032,Colorectal,58,56,9.0,81,0.0,653300.0,0.0,0.0,0.0
1229,2014Q2,S08000032,Head & Neck,8,8,9.0,81,0.0,653300.0,0.0,0.0,0.0
1230,2014Q2,S08000032,Lung,72,71,9.0,81,0.0,653300.0,0.0,0.0,0.0
