,Unnamed: 0,Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,DateSquared,Pandemic,PopSize
902,1001,2013Q4,S08000015,Lung,178.0,178.0,7,49,0,372240.0
903,1002,2013Q4,S08000015,Lymphoma,26.0,26.0,7,49,0,372240.0
904,1003,2013Q4,S08000015,Melanoma,40.0,40.0,7,49,0,372240.0
905,1004,2013Q4,S08000015,Ovarian,26.0,26.0,7,49,0,372240.0
906,1005,2013Q4,S08000015,Upper GI,70.0,70.0,7,49,0,372240.0
907,1006,2013Q4,S08000015,Urological,202.0,190.0,7,49,0,372240.0
908,1008,2013Q4,S08000016,Breast,46.0,46.0,7,49,0,113880.0
909,1009,2013Q4,S08000016,Cervical,10.0,10.0,7,49,0,113880.0
910,1010,2013Q4,S08000016,Colorectal,48.0,48.0,7,49,0,113880.0
911,1011,2013Q4,S08000016,Head & Neck,16.0,16.0,7,49,0,113880.0
912,1012,2013Q4,S08000016,Lung,42.0,42.0,7,49,0,113880.0
913,1013,2013Q4,S08000016,Lymphoma,14.0,14.0,7,49,0,113880.0
914,1014,2013Q4,S08000016,Melanoma,6.0,6.0,7,49,0,113880.0
915,1015,2013Q4,S08000016,Ovarian,22.0,22.0,7,49,0,113880.0
916,1016,2013Q4,S08000016,Upper GI,38.0,38.0,7,49,0,113880.0
917,1017,2013Q4,S08000016,Urological,54.0,52.0,7,49,0,113880.0
918,1019,2013Q4,S08000017,Breast,34.0,34.0,7,49,0,150280.0
919,1020,2013Q4,S08000017,Cervical,4.0,4.0,7,49,0,150280.0
920,1021,2013Q4,S08000017,Colorectal,44.0,44.0,7,49,0,150280.0
921,1022,2013Q4,S08000017,Head & Neck,4.0,4.0,7,49,0,150280.0
922,1023,2013Q4,S08000017,Lung,64.0,64.0,7,49,0,150280.0
923,1024,2013Q4,S08000017,Lymphoma,10.0,10.0,7,49,0,150280.0
924,1025,2013Q4,S08000017,Melanoma,22.0,22.0,7,49,0,150280.0
925,1026,2013Q4,S08000017,Ovarian,12.0,12.0,7,49,0,150280.0
926,1027,2013Q4,S08000017,Upper GI,32.0,30.0,7,49,0,150280.0
927,1028,2013Q4,S08000017,Urological,70.0,70.0,7,49,0,150280.0
928,1030,2013Q4,S08000019,Breast,102.0,102.0,7,49,0,299670.0
929,1031,2013Q4,S08000019,Cervical,8.0,8.0,7,49,0,299670.0
930,1032,2013Q4,S08000019,Colorectal,58.0,56.0,7,49,0,299670.0
931,1033,2013Q4,S08000019,Head & Neck,26.0,26.0,7,49,0,299670.0
932,1034,2013Q4,S08000019,Lung,114.0,114.0,7,49,0,299670.0
933,1035,2013Q4,S08000019,Lymphoma,24.0,24.0,7,49,0,299670.0
934,1036,2013Q4,S08000019,Melanoma,26.0,24.0,7,49,0,299670.0
935,1037,2013Q4,S08000019,Ovarian,12.0,12.0,7,49,0,299670.0
936,1038,2013Q4,S08000019,Upper GI,72.0,72.0,7,49,0,299670.0
937,1039,2013Q4,S08000019,Urological,140.0,132.0,7,49,0,299670.0
938,1041,2013Q4,S08000020,Breast,258.0,256.0,7,49,0,579200.0
939,1042,2013Q4,S08000020,Cervical,4.0,4.0,7,49,0,579200.0
940,1043,2013Q4,S08000020,Colorectal,158.0,158.0,7,49,0,579200.0
941,1044,2013Q4,S08000020,Head & Neck,62.0,62.0,7,49,0,579200.0
942,1045,2013Q4,S08000020,Lung,168.0,168.0,7,49,0,579200.0
943,1046,2013Q4,S08000020,Lymphoma,54.0,54.0,7,49,0,579200.0
944,1047,2013Q4,S08000020,Melanoma,70.0,70.0,7,49,0,579200.0
945,1048,2013Q4,S08000020,Ovarian,20.0,20.0,7,49,0,579200.0
946,1049,2013Q4,S08000020,Upper GI,96.0,96.0,7,49,0,579200.0
947,1050,2013Q4,S08000020,Urological,232.0,200.0,7,49,0,579200.0
948,1052,2013Q4,S08000022,Breast,136.0,126.0,7,49,0,320980.0
949,1053,2013Q4,S08000022,Cervical,8.0,8.0,7,49,0,320980.0
950,1054,2013Q4,S08000022,Colorectal,96.0,96.0,7,49,0,320980.0
951,1055,2013Q4,S08000022,Head & Neck,28.0,28.0,7,49,0,320980.0
952,1056,2013Q4,S08000022,Lung,114.0,114.0,7,49,0,320980.0
953,1057,2013Q4,S08000022,Lymphoma,26.0,26.0,7,49,0,320980.0
954,1058,2013Q4,S08000022,Melanoma,30.0,30.0,7,49,0,320980.0
955,1059,2013Q4,S08000022,Ovarian,12.0,12.0,7,49,0,320980.0
956,1060,2013Q4,S08000022,Upper GI,50.0,50.0,7,49,0,320980.0
957,1061,2013Q4,S08000022,Urological,134.0,116.0,7,49,0,320980.0
958,1063,2013Q4,S08000024,Breast,454.0,454.0,7,49,0,849720.0
959,1064,2013Q4,S08000024,Cervical,32.0,32.0,7,49,0,849720.0
960,1065,2013Q4,S08000024,Colorectal,264.0,262.0,7,49,0,849720.0
961,1066,2013Q4,S08000024,Head & Neck,90.0,90.0,7,49,0,849720.0
962,1067,2013Q4,S08000024,Lung,298.0,298.0,7,49,0,849720.0
963,1068,2013Q4,S08000024,Lymphoma,84.0,84.0,7,49,0,849720.0
964,1069,2013Q4,S08000024,Melanoma,120.0,120.0,7,49,0,849720.0
965,1070,2013Q4,S08000024,Ovarian,32.0,32.0,7,49,0,849720.0
966,1071,2013Q4,S08000024,Upper GI,130.0,130.0,7,49,0,849720.0
967,1072,2013Q4,S08000024,Urological,396.0,388.0,7,49,0,849720.0
968,1074,2013Q4,S08000025,Colorectal,2.0,2.0,7,49,0,21560.0
969,1075,2013Q4,S08000025,Melanoma,2.0,2.0,7,49,0,21560.0
970,1076,2013Q4,S08000025,Ovarian,2.0,2.0,7,49,0,21560.0
971,1077,2013Q4,S08000025,Upper GI,2.0,2.0,7,49,0,21560.0
972,1078,2013Q4,S08000025,Urological,4.0,4.0,7,49,0,21560.0
973,1080,2013Q4,S08000026,Breast,2.0,2.0,7,49,0,23200.0
974,1081,2013Q4,S08000026,Colorectal,14.0,14.0,7,49,0,23200.0
975,1082,2013Q4,S08000026,Head & Neck,2.0,2.0,7,49,0,23200.0
976,1083,2013Q4,S08000026,Lung,4.0,4.0,7,49,0,23200.0
977,1084,2013Q4,S08000026,Upper GI,10.0,10.0,7,49,0,23200.0
978,1085,2013Q4,S08000026,Urological,22.0,22.0,7,49,0,23200.0
979,1087,2013Q4,S08000028,Colorectal,10.0,10.0,7,49,0,27400.0
980,1088,2013Q4,S08000028,Head & Neck,8.0,8.0,7,49,0,27400.0
981,1089,2013Q4,S08000028,Lung,8.0,8.0,7,49,0,27400.0
982,1090,2013Q4,S08000028,Lymphoma,2.0,2.0,7,49,0,27400.0
983,1091,2013Q4,S08000028,Melanoma,2.0,2.0,7,49,0,27400.0
984,1092,2013Q4,S08000028,Ovarian,2.0,2.0,7,49,0,27400.0
985,1093,2013Q4,S08000028,Upper GI,14.0,14.0,7,49,0,27400.0
986,1094,2013Q4,S08000028,Urological,4.0,2.0,7,49,0,27400.0
987,1096,2013Q4,S08000029,Breast,76.0,74.0,7,49,0,366900.0
988,1097,2013Q4,S08000029,Cervical,12.0,12.0,7,49,0,366900.0
989,1098,2013Q4,S08000029,Colorectal,92.0,92.0,7,49,0,366900.0
990,1099,2013Q4,S08000029,Head & Neck,36.0,36.0,7,49,0,366900.0
991,1100,2013Q4,S08000029,Lung,118.0,114.0,7,49,0,366900.0
992,1101,2013Q4,S08000029,Lymphoma,40.0,40.0,7,49,0,366900.0
993,1102,2013Q4,S08000029,Melanoma,34.0,34.0,7,49,0,366900.0
994,1103,2013Q4,S08000029,Ovarian,4.0,4.0,7,49,0,366900.0
995,1104,2013Q4,S08000029,Upper GI,74.0,74.0,7,49,0,366900.0
996,1105,2013Q4,S08000029,Urological,158.0,152.0,7,49,0,366900.0
997,1107,2013Q4,S08000030,Breast,190.0,188.0,7,49,0,412160.0
998,1108,2013Q4,S08000030,Cervical,20.0,20.0,7,49,0,412160.0
999,1109,2013Q4,S08000030,Colorectal,172.0,170.0,7,49,0,412160.0
1000,1110,2013Q4,S08000030,Head & Neck,46.0,46.0,7,49,0,412160.0
1001,1111,2013Q4,S08000030,Lung,158.0,154.0,7,49,0,412160.0
1002,1112,2013Q4,S08000030,Lymphoma,14.0,14.0,7,49,0,412160.0
1003,1113,2013Q4,S08000030,Melanoma,44.0,40.0,7,49,0,412160.0
1004,1114,2013Q4,S08000030,Ovarian,22.0,14.0,7,49,0,412160.0
1005,1115,2013Q4,S08000030,Upper GI,124.0,124.0,7,49,0,412160.0
1006,1116,2013Q4,S08000030,Urological,226.0,212.0,7,49,0,412160.0
1007,1118,2013Q4,S08000031,Breast,752.0,746.0,7,49,0,1137920.0
1008,1119,2013Q4,S08000031,Cervical,20.0,20.0,7,49,0,1137920.0
1009,1120,2013Q4,S08000031,Colorectal,356.0,342.0,7,49,0,1137920.0
1010,1121,2013Q4,S08000031,Head & Neck,164.0,162.0,7,49,0,1137920.0
1011,1122,2013Q4,S08000031,Lung,544.0,542.0,7,49,0,1137920.0
1012,1123,2013Q4,S08000031,Lymphoma,148.0,148.0,7,49,0,1137920.0
1013,1124,2013Q4,S08000031,Melanoma,126.0,126.0,7,49,0,1137920.0
1014,1125,2013Q4,S08000031,Ovarian,28.0,28.0,7,49,0,1137920.0
1015,1126,2013Q4,S08000031,Upper GI,248.0,248.0,7,49,0,1137920.0
1016,1127,2013Q4,S08000031,Urological,596.0,548.0,7,49,0,1137920.0
1017,1129,2013Q4,S08000032,Breast,132.0,130.0,7,49,0,652590.0
1018,1130,2013Q4,S08000032,Cervical,16.0,16.0,7,49,0,652590.0
1019,1131,2013Q4,S08000032,Colorectal,164.0,164.0,7,49,0,652590.0
1020,1132,2013Q4,S08000032,Head & Neck,58.0,56.0,7,49,0,652590.0
1021,1133,2013Q4,S08000032,Lung,200.0,200.0,7,49,0,652590.0
1022,1134,2013Q4,S08000032,Lymphoma,44.0,44.0,7,49,0,652590.0
1023,1135,2013Q4,S08000032,Melanoma,60.0,58.0,7,49,0,652590.0
1024,1136,2013Q4,S08000032,Ovarian,22.0,22.0,7,49,0,652590.0
1025,1137,2013Q4,S08000032,Upper GI,106.0,106.0,7,49,0,652590.0
1026,1138,2013Q4,S08000032,Urological,118.0,110.0,7,49,0,652590.0
1027,1140,2014Q1,S08000015,Breast,198.0,196.0,8,64,0,371140.0
1028,1141,2014Q1,S08000015,Cervical,8.0,8.0,8,64,0,371140.0
1029,1142,2014Q1,S08000015,Colorectal,120.0,120.0,8,64,0,371140.0
1030,1143,2014Q1,S08000015,Head & Neck,42.0,40.0,8,64,0,371140.0
1031,1144,2014Q1,S08000015,Lung,180.0,178.0,8,64,0,371140.0
1032,1145,2014Q1,S08000015,Lymphoma,20.0,20.0,8,64,0,371140.0
1033,1146,2014Q1,S08000015,Melanoma,26.0,24.0,8,64,0,371140.0
1034,1147,2014Q1,S08000015,Ovarian,16.0,16.0,8,64,0,371140.0
1035,1148,2014Q1,S08000015,Upper GI,80.0,80.0,8,64,0,371140.0
1036,1149,2014Q1,S08000015,Urological,154.0,148.0,8,64,0,371140.0
1037,1151,2014Q1,S08000016,Breast,26.0,26.0,8,64,0,114040.0
1038,1152,2014Q1,S08000016,Colorectal,50.0,50.0,8,64,0,114040.0
1039,1153,2014Q1,S08000016,Head & Neck,10.0,10.0,8,64,0,114040.0
1040,1154,2014Q1,S08000016,Lung,38.0,38.0,8,64,0,114040.0
1041,1155,2014Q1,S08000016,Lymphoma,8.0,8.0,8,64,0,114040.0
1042,1156,2014Q1,S08000016,Melanoma,16.0,16.0,8,64,0,114040.0
1043,1157,2014Q1,S08000016,Ovarian,10.0,10.0,8,64,0,114040.0
1044,1158,2014Q1,S08000016,Upper GI,32.0,32.0,8,64,0,114040.0
1045,1159,2014Q1,S08000016,Urological,64.0,64.0,8,64,0,114040.0
1046,1161,2014Q1,S08000017,Breast,54.0,54.0,8,64,0,149960.0
1047,1162,2014Q1,S08000017,Cervical,4.0,4.0,8,64,0,149960.0
1048,1163,2014Q1,S08000017,Colorectal,52.0,52.0,8,64,0,149960.0
1049,1164,2014Q1,S08000017,Head & Neck,20.0,20.0,8,64,0,149960.0
1050,1165,2014Q1,S08000017,Lung,34.0,34.0,8,64,0,149960.0
1051,1166,2014Q1,S08000017,Lymphoma,28.0,28.0,8,64,0,149960.0
1052,1167,2014Q1,S08000017,Melanoma,20.0,20.0,8,64,0,149960.0
1053,1168,2014Q1,S08000017,Ovarian,12.0,12.0,8,64,0,149960.0
1054,1169,2014Q1,S08000017,Upper GI,60.0,60.0,8,64,0,149960.0
1055,1170,2014Q1,S08000017,Urological,88.0,82.0,8,64,0,149960.0
1056,1172,2014Q1,S08000019,Breast,78.0,74.0,8,64,0,300400.0
1057,1173,2014Q1,S08000019,Cervical,6.0,6.0,8,64,0,300400.0
1058,1174,2014Q1,S08000019,Colorectal,96.0,88.0,8,64,0,300400.0
1059,1175,2014Q1,S08000019,Head & Neck,38.0,36.0,8,64,0,300400.0
1060,1176,2014Q1,S08000019,Lung,96.0,96.0,8,64,0,300400.0
1061,1177,2014Q1,S08000019,Lymphoma,32.0,32.0,8,64,0,300400.0
1062,1178,2014Q1,S08000019,Melanoma,14.0,12.0,8,64,0,300400.0
1063,1179,2014Q1,S08000019,Ovarian,18.0,18.0,8,64,0,300400.0
1064,1180,2014Q1,S08000019,Upper GI,50.0,50.0,8,64,0,300400.0
1065,1181,2014Q1,S08000019,Urological,148.0,146.0,8,64,0,300400.0
1066,1183,2014Q1,S08000020,Breast,226.0,220.0,8,64,0,584220.0
1067,1184,2014Q1,S08000020,Cervical,14.0,14.0,8,64,0,584220.0
1068,1185,2014Q1,S08000020,Colorectal,124.0,124.0,8,64,0,584220.0
1069,1186,2014Q1,S08000020,Head & Neck,48.0,46.0,8,64,0,584220.0
1070,1187,2014Q1,S08000020,Lung,172.0,168.0,8,64,0,584220.0
1071,1188,2014Q1,S08000020,Lymphoma,34.0,34.0,8,64,0,584220.0
1072,1189,2014Q1,S08000020,Melanoma,70.0,70.0,8,64,0,584220.0
1073,1190,2014Q1,S08000020,Ovarian,10.0,10.0,8,64,0,584220.0
1074,1191,2014Q1,S08000020,Upper GI,110.0,110.0,8,64,0,584220.0
1075,1192,2014Q1,S08000020,Urological,218.0,162.0,8,64,0,584220.0
1076,1194,2014Q1,S08000022,Breast,170.0,150.0,8,64,0,320730.0
1077,1195,2014Q1,S08000022,Cervical,8.0,6.0,8,64,0,320730.0
1078,1196,2014Q1,S08000022,Colorectal,86.0,86.0,8,64,0,320730.0
1079,1197,2014Q1,S08000022,Head & Neck,36.0,30.0,8,64,0,320730.0
1080,1198,2014Q1,S08000022,Lung,112.0,110.0,8,64,0,320730.0
1081,1199,2014Q1,S08000022,Lymphoma,18.0,16.0,8,64,0,320730.0
1082,1200,2014Q1,S08000022,Melanoma,36.0,36.0,8,64,0,320730.0
1083,1201,2014Q1,S08000022,Ovarian,8.0,8.0,8,64,0,320730.0
1084,1202,2014Q1,S08000022,Upper GI,52.0,50.0,8,64,0,320730.0
1085,1203,2014Q1,S08000022,Urological,142.0,124.0,8,64,0,320730.0
1086,1205,2014Q1,S08000024,Breast,370.0,370.0,8,64,0,858120.0
1087,1206,2014Q1,S08000024,Cervical,32.0,32.0,8,64,0,858120.0
1088,1207,2014Q1,S08000024,Colorectal,212.0,206.0,8,64,0,858120.0
1089,1208,2014Q1,S08000024,Head & Neck,94.0,92.0,8,64,0,858120.0
1090,1209,2014Q1,S08000024,Lung,250.0,246.0,8,64,0,858120.0
1091,1210,2014Q1,S08000024,Lymphoma,82.0,80.0,8,64,0,858120.0
1092,1211,2014Q1,S08000024,Melanoma,90.0,90.0,8,64,0,858120.0
1093,1212,2014Q1,S08000024,Ovarian,22.0,20.0,8,64,0,858120.0
1094,1213,2014Q1,S08000024,Upper GI,108.0,108.0,8,64,0,858120.0
1095,1214,2014Q1,S08000024,Urological,382.0,374.0,8,64,0,858120.0
1096,1216,2014Q1,S08000025,Breast,4.0,4.0,8,64,0,21580.0
1097,1217,2014Q1,S08000025,Colorectal,6.0,6.0,8,64,0,21580.0
1098,1218,2014Q1,S08000025,Upper GI,2.0,2.0,8,64,0,21580.0
1099,1219,2014Q1,S08000025,Urological,2.0,2.0,8,64,0,21580.0
1100,1221,2014Q1,S08000026,Cervical,2.0,2.0,8,64,0,23220.0
1101,1222,2014Q1,S08000026,Colorectal,12.0,12.0,8,64,0,23220.0
1102,1223,2014Q1,S08000026,Head & Neck,2.0,2.0,8,64,0,23220.0
1103,1224,2014Q1,S08000026,Lung,2.0,2.0,8,64,0,23220.0
1104,1225,2014Q1,S08000026,Lymphoma,4.0,4.0,8,64,0,23220.0
1105,1226,2014Q1,S08000026,Ovarian,2.0,2.0,8,64,0,23220.0
1106,1227,2014Q1,S08000026,Upper GI,6.0,6.0,8,64,0,23220.0
1107,1228,2014Q1,S08000026,Urological,20.0,20.0,8,64,0,23220.0
1108,1230,2014Q1,S08000028,Colorectal,6.0,6.0,8,64,0,27250.0
1109,1231,2014Q1,S08000028,Lung,16.0,14.0,8,64,0,27250.0
1110,1232,2014Q1,S08000028,Melanoma,2.0,2.0,8,64,0,27250.0
1111,1233,2014Q1,S08000028,Upper GI,8.0,8.0,8,64,0,27250.0
1112,1234,2014Q1,S08000028,Urological,2.0,2.0,8,64,0,27250.0
1113,1236,2014Q1,S08000029,Breast,66.0,66.0,8,64,0,367250.0
1114,1237,2014Q1,S08000029,Cervical,12.0,12.0,8,64,0,367250.0
1115,1238,2014Q1,S08000029,Colorectal,122.0,122.0,8,64,0,367250.0
1116,1239,2014Q1,S08000029,Head & Neck,30.0,30.0,8,64,0,367250.0
1117,1240,2014Q1,S08000029,Lung,132.0,130.0,8,64,0,367250.0
1118,1241,2014Q1,S08000029,Lymphoma,38.0,38.0,8,64,0,367250.0
1119,1242,2014Q1,S08000029,Melanoma,20.0,20.0,8,64,0,367250.0
1120,1243,2014Q1,S08000029,Ovarian,18.0,18.0,8,64,0,367250.0
1121,1244,2014Q1,S08000029,Upper GI,68.0,68.0,8,64,0,367250.0
1122,1245,2014Q1,S08000029,Urological,224.0,212.0,8,64,0,367250.0
1123,1247,2014Q1,S08000030,Breast,202.0,198.0,8,64,0,413800.0
1124,1248,2014Q1,S08000030,Cervical,16.0,14.0,8,64,0,413800.0
1125,1249,2014Q1,S08000030,Colorectal,158.0,148.0,8,64,0,413800.0
1126,1250,2014Q1,S08000030,Head & Neck,54.0,52.0,8,64,0,413800.0
1127,1251,2014Q1,S08000030,Lung,158.0,152.0,8,64,0,413800.0
1128,1252,2014Q1,S08000030,Melanoma,60.0,60.0,8,64,0,413800.0
1129,1253,2014Q1,S08000030,Ovarian,20.0,18.0,8,64,0,413800.0
1130,1254,2014Q1,S08000030,Upper GI,134.0,134.0,8,64,0,413800.0
1131,1255,2014Q1,S08000030,Urological,222.0,212.0,8,64,0,413800.0
1132,1257,2014Q1,S08000031,Breast,618.0,546.0,8,64,0,1142590.0
1133,1258,2014Q1,S08000031,Cervical,26.0,26.0,8,64,0,1142590.0
1134,1259,2014Q1,S08000031,Colorectal,390.0,382.0,8,64,0,1142590.0
1135,1260,2014Q1,S08000031,Head & Neck,134.0,132.0,8,64,0,1142590.0
1136,1261,2014Q1,S08000031,Lung,544.0,540.0,8,64,0,1142590.0
1137,1262,2014Q1,S08000031,Lymphoma,128.0,128.0,8,64,0,1142590.0
1138,1263,2014Q1,S08000031,Melanoma,108.0,108.0,8,64,0,1142590.0
1139,1264,2014Q1,S08000031,Ovarian,34.0,34.0,8,64,0,1142590.0
1140,1265,2014Q1,S08000031,Upper GI,274.0,272.0,8,64,0,1142590.0
1141,1266,2014Q1,S08000031,Urological,598.0,532.0,8,64,0,1142590.0
1142,1268,2014Q1,S08000032,Breast,130.0,130.0,8,64,0,653300.0
1143,1269,2014Q1,S08000032,Cervical,16.0,16.0,8,64,0,653300.0
1144,1270,2014Q1,S08000032,Colorectal,144.0,144.0,8,64,0,653300.0
1145,1271,2014Q1,S08000032,Head & Neck,54.0,52.0,8,64,0,653300.0
1146,1272,2014Q1,S08000032,Lung,220.0,218.0,8,64,0,653300.0
1147,1273,2014Q1,S08000032,Lymphoma,38.0,38.0,8,64,0,653300.0
1148,1274,2014Q1,S08000032,Melanoma,58.0,58.0,8,64,0,653300.0
1149,1275,2014Q1,S08000032,Ovarian,14.0,14.0,8,64,0,653300.0
1150,1276,2014Q1,S08000032,Upper GI,104.0,104.0,8,64,0,653300.0
1151,1277,2014Q1,S08000032,Urological,174.0,144.0,8,64,0,653300.0
1152,1279,2014Q2,S08000015,Breast,208.0,208.0,9,81,0,371140.0
1153,1280,2014Q2,S08000015,Cervical,10.0,10.0,9,81,0,371140.0
1154,1281,2014Q2,S08000015,Colorectal,130.0,122.0,9,81,0,371140.0
1155,1282,2014Q2,S08000015,Head & Neck,40.0,38.0,9,81,0,371140.0
1156,1283,2014Q2,S08000015,Lung,148.0,148.0,9,81,0,371140.0
1157,1284,2014Q2,S08000015,Lymphoma,32.0,32.0,9,81,0,371140.0
1158,1285,2014Q2,S08000015,Melanoma,36.0,36.0,9,81,0,371140.0
1159,1286,2014Q2,S08000015,Ovarian,16.0,16.0,9,81,0,371140.0
1160,1287,2014Q2,S08000015,Upper GI,88.0,86.0,9,81,0,371140.0
1161,1288,2014Q2,S08000015,Urological,186.0,182.0,9,81,0,371140.0
1162,1290,2014Q2,S08000016,Breast,38.0,38.0,9,81,0,114040.0
1163,1291,2014Q2,S08000016,Cervical,2.0,2.0,9,81,0,114040.0
1164,1292,2014Q2,S08000016,Colorectal,44.0,44.0,9,81,0,114040.0
1165,1293,2014Q2,S08000016,Head & Neck,8.0,8.0,9,81,0,114040.0
1166,1294,2014Q2,S08000016,Lung,34.0,34.0,9,81,0,114040.0
1167,1295,2014Q2,S08000016,Lymphoma,18.0,18.0,9,81,0,114040.0
1168,1296,2014Q2,S08000016,Melanoma,30.0,30.0,9,81,0,114040.0
1169,1297,2014Q2,S08000016,Ovarian,14.0,14.0,9,81,0,114040.0
1170,1298,2014Q2,S08000016,Upper GI,34.0,34.0,9,81,0,114040.0
1171,1299,2014Q2,S08000016,Urological,60.0,54.0,9,81,0,114040.0
1172,1301,2014Q2,S08000017,Breast,44.0,44.0,9,81,0,149960.0
1173,1302,2014Q2,S08000017,Cervical,6.0,6.0,9,81,0,149960.0
1174,1303,2014Q2,S08000017,Colorectal,68.0,66.0,9,81,0,149960.0
1175,1304,2014Q2,S08000017,Head & Neck,18.0,18.0,9,81,0,149960.0
1176,1305,2014Q2,S08000017,Lung,58.0,58.0,9,81,0,149960.0
1177,1306,2014Q2,S08000017,Lymphoma,22.0,22.0,9,81,0,149960.0
1178,1307,2014Q2,S08000017,Melanoma,18.0,18.0,9,81,0,149960.0
1179,1308,2014Q2,S08000017,Ovarian,18.0,18.0,9,81,0,149960.0
1180,1309,2014Q2,S08000017,Upper GI,50.0,50.0,9,81,0,149960.0
1181,1310,2014Q2,S08000017,Urological,106.0,102.0,9,81,0,149960.0
1182,1312,2014Q2,S08000019,Breast,84.0,84.0,9,81,0,300400.0
1183,1313,2014Q2,S08000019,Cervical,8.0,8.0,9,81,0,300400.0
1184,1314,2014Q2,S08000019,Colorectal,72.0,72.0,9,81,0,300400.0
1185,1315,2014Q2,S08000019,Head & Neck,32.0,20.0,9,81,0,300400.0
1186,1316,2014Q2,S08000019,Lung,132.0,130.0,9,81,0,300400.0
1187,1317,2014Q2,S08000019,Lymphoma,36.0,36.0,9,81,0,300400.0
1188,1318,2014Q2,S08000019,Melanoma,18.0,16.0,9,81,0,300400.0
1189,1319,2014Q2,S08000019,Ovarian,10.0,10.0,9,81,0,300400.0
1190,1320,2014Q2,S08000019,Upper GI,74.0,74.0,9,81,0,300400.0
1191,1321,2014Q2,S08000019,Urological,158.0,154.0,9,81,0,300400.0
1192,1323,2014Q2,S08000020,Breast,236.0,216.0,9,81,0,584220.0
1193,1324,2014Q2,S08000020,Cervical,24.0,24.0,9,81,0,584220.0
1194,1325,2014Q2,S08000020,Colorectal,150.0,150.0,9,81,0,584220.0
1195,1326,2014Q2,S08000020,Head & Neck,40.0,38.0,9,81,0,584220.0
1196,1327,2014Q2,S08000020,Lung,182.0,180.0,9,81,0,584220.0
1197,1328,2014Q2,S08000020,Lymphoma,60.0,60.0,9,81,0,584220.0
1198,1329,2014Q2,S08000020,Melanoma,68.0,68.0,9,81,0,584220.0
1199,1330,2014Q2,S08000020,Ovarian,28.0,28.0,9,81,0,584220.0
1200,1331,2014Q2,S08000020,Upper GI,92.0,92.0,9,81,0,584220.0
1201,1332,2014Q2,S08000020,Urological,172.0,128.0,9,81,0,584220.0
1202,1334,2014Q2,S08000022,Breast,122.0,120.0,9,81,0,320730.0
1203,1335,2014Q2,S08000022,Cervical,8.0,8.0,9,81,0,320730.0
1204,1336,2014Q2,S08000022,Colorectal,92.0,88.0,9,81,0,320730.0
1205,1337,2014Q2,S08000022,Head & Neck,32.0,32.0,9,81,0,320730.0
1206,1338,2014Q2,S08000022,Lung,88.0,80.0,9,81,0,320730.0
1207,1339,2014Q2,S08000022,Lymphoma,42.0,42.0,9,81,0,320730.0
1208,1340,2014Q2,S08000022,Melanoma,32.0,32.0,9,81,0,320730.0
1209,1341,2014Q2,S08000022,Ovarian,14.0,12.0,9,81,0,320730.0
1210,1342,2014Q2,S08000022,Upper GI,96.0,94.0,9,81,0,320730.0
1211,1343,2014Q2,S08000022,Urological,162.0,156.0,9,81,0,320730.0
1212,1345,2014Q2,S08000024,Breast,460.0,460.0,9,81,0,858120.0
1213,1346,2014Q2,S08000024,Cervical,46.0,44.0,9,81,0,858120.0
1214,1347,2014Q2,S08000024,Colorectal,232.0,224.0,9,81,0,858120.0
1215,1348,2014Q2,S08000024,Head & Neck,80.0,80.0,9,81,0,858120.0
1216,1349,2014Q2,S08000024,Lung,314.0,302.0,9,81,0,858120.0
1217,1350,2014Q2,S08000024,Lymphoma,72.0,72.0,9,81,0,858120.0
1218,1351,2014Q2,S08000024,Melanoma,86.0,86.0,9,81,0,858120.0
1219,1352,2014Q2,S08000024,Ovarian,24.0,22.0,9,81,0,858120.0
1220,1353,2014Q2,S08000024,Upper GI,106.0,106.0,9,81,0,858120.0
1221,1354,2014Q2,S08000024,Urological,344.0,328.0,9,81,0,858120.0
1222,1356,2014Q2,S08000025,Colorectal,2.0,2.0,9,81,0,21580.0
1223,1357,2014Q2,S08000025,Upper GI,2.0,2.0,9,81,0,21580.0
1224,1359,2014Q2,S08000026,Breast,6.0,6.0,9,81,0,23220.0
1225,1360,2014Q2,S08000026,Cervical,2.0,2.0,9,81,0,23220.0
1226,1361,2014Q2,S08000026,Colorectal,8.0,8.0,9,81,0,23220.0
1227,1362,2014Q2,S08000026,Lymphoma,6.0,6.0,9,81,0,23220.0
1228,1363,2014Q2,S08000026,Ovarian,2.0,2.0,9,81,0,23220.0
1229,1364,2014Q2,S08000026,Upper GI,2.0,2.0,9,81,0,23220.0
1230,1365,2014Q2,S08000026,Urological,18.0,18.0,9,81,0,23220.0
1231,1367,2014Q2,S08000028,Colorectal,14.0,14.0,9,81,0,27250.0
1232,1368,2014Q2,S08000028,Head & Neck,6.0,6.0,9,81,0,27250.0
1233,1369,2014Q2,S08000028,Lung,8.0,8.0,9,81,0,27250.0
1234,1370,2014Q2,S08000028,Lymphoma,2.0,2.0,9,81,0,27250.0
1235,1371,2014Q2,S08000028,Melanoma,4.0,4.0,9,81,0,27250.0
1236,1372,2014Q2,S08000028,Upper GI,6.0,6.0,9,81,0,27250.0
1237,1374,2014Q2,S08000029,Breast,100.0,100.0,9,81,0,367250.0
1238,1375,2014Q2,S08000029,Cervical,10.0,10.0,9,81,0,367250.0
